,Topic,Question,Correct
689,Politics,The President has the power to veto legislation.,True
690,Politics,The Senate is responsible for ratifying treaties.,True
691,Politics,The Democratic and Republican parties dominate modern American politics.,True
692,Politics,It is possible for a presidential candidate to win the popular vote and lose the election.,True
693,Politics,The Constitution guarantees the right to a jury trial for criminal cases.,True
694,Politics,The State of the Union address is given annually by the Speaker of the House.,False
695,Politics,Citizens must be at least 21 years old to serve in the US House of Representatives.,False
696,Politics,The President is the Commander-in-Chief of the US military.,True
697,Politics,The FBI is responsible for enforcing federal laws.,True
698,Politics,Senators must be at least 25 years old and serving for at least five years to run for President.,False
699,Politics,The 19th Amendment to the Constitution gave women the right to vote.,True
700,Politics,The United States operates under a capitalist economic system.,True
701,Politics,The US Constitution has been amended a total of 27 times.,True
702,Politics,The Bill of Rights guarantees freedom of speech.,True
703,Politics,The President of the United States is elected every two years.,False
704,Politics,Citizens of Puerto Rico can vote in presidential elections.,False
705,Politics,Senators are elected to four-year terms.,False
706,Politics,The Republican party's color is blue.,False
707,Politics,The Census Bureau is part of the Department of Transportation.,False
708,Politics,The Speaker of the House is second in line for the presidency.,False
709,Politics,The Democratic and Independent parties dominate modern American politics.,False
710,Politics,The House of Representatives has 435 members.,True
711,Politics,The Senate is responsible for creating revenue bills.,False
712,Politics,The Constitution guarantees the right to a speedy trial for criminal cases.,True
713,Politics,It is impossible for a presidential candidate to win the popular vote and lose the election.,False
714,Politics,The State of the Union address is given annually by the President.,True
715,Politics,Citizens must be at least 25 years old to serve in the US Senate.,False
716,Politics,The Supreme Court has 11 justices.,False
717,Politics,The President can declare war unilaterally.,False
718,Politics,The United States operates under a socialist economic system.,False
719,Politics,The CIA is responsible for enforcing federal laws.,False
720,Politics,Senators must be at least 30 years old and serving for at least 10 years to run for President.,True
721,Politics,The 13th Amendment to the Constitution ended slavery.,True
722,Politics,The term limit for a member of the House of Representatives is 12 years.,False
723,Politics,The Electoral College consists of 500 members.,False
724,Politics,The 22nd Amendment to the Constitution limits the President to three terms.,False
725,Politics,The President can issue pardons for federal crimes.,True
726,Politics,The Department of State is responsible for issuing driver's licenses.,False
727,Business and Economy,"In a market economy, prices are determined by supply and demand.",True
728,Business and Economy,Gross Domestic Product (GDP) is the total value of all goods and services produced in a country in a year.,True
729,Business and Economy,Competition is one of the characteristics of a market economy.,True
730,Business and Economy,Inflation is a general increase in the prices of goods and services over time.,True
731,Business and Economy,Stocks represent ownership in a corporation.,True
732,Business and Economy,A tariff is a tax imposed on imported goods.,True
733,Business and Economy,The Federal Reserve System controls the money supply in the United States.,True
734,Business and Economy,A monopoly exists when one company is the only supplier of a product or service.,True
735,Business and Economy,A recession is a period of economic decline with reduced trade and industrial activity.,True
736,Business and Economy,One of the main functions of a financial system is to facilitate the flow of funds between savers and borrowers.,True
737,Business and Economy,The Dow Jones Industrial Average is a stock market index that tracks 30 large publicly owned companies based in the United States.,True
738,Business and Economy,Economies of scale occur when a company is able to reduce its costs as it produces more goods or services.,True
739,Business and Economy,A trade deficit occurs when a country imports more than it exports.,True
740,Business and Economy,A bear market exists when stock prices are generally falling.,True
741,Business and Economy,An entrepreneur is an individual who starts a new business venture.,True
742,Business and Economy,Command economy is a system in which prices are determined by supply and demand.,False
743,Business and Economy,"Gross National Product (GNP) is the total value of all goods and services produced by a country's citizens, regardless of where they produce it.",False
744,Business and Economy,"In a traditional economy, decisions about economic activity are made by the government.",False
745,Business and Economy,Deflation is a general decrease in the prices of goods and services over time.,False
746,Business and Economy,A bond represents ownership in a corporation.,False
747,Business and Economy,A quota is a tax imposed on imported goods.,False
748,Business and Economy,The Internal Revenue Service (IRS) controls the money supply in the United States.,False
749,Business and Economy,A cartel exists when one company is the only supplier of a product or service.,False
750,Business and Economy,An expansion is a period of economic decline with reduced trade and industrial activity.,False
751,Business and Economy,One of the main functions of a financial system is to inhibit the flow of funds between savers and borrowers.,False
752,Business and Economy,The NASDAQ Composite is a stock market index that tracks 100 large publicly owned companies based in the United States.,False
753,Business and Economy,Diseconomies of scale occur when a company is able to reduce its costs as it produces more goods or services.,False
754,Business and Economy,A trade surplus occurs when a country exports more than it imports.,False
755,Business and Economy,A bull market exists when stock prices are generally falling.,False
756,Business and Economy,An entrepreneur is an individual who works for an existing business rather than starting their own.,False
757,Education,"Education is the process of acquiring knowledge, skills, values, attitudes, and habits.",True
758,Education,Education is a life-long process and continues throughout one's life.,True
759,Education,Education is provided only in schools and colleges.,False
760,Education,Education provides a person with the ability to read and write.,True
761,Education,Education helps an individual to understand and appreciate their culture and heritage.,True
762,Education,Education helps individuals to develop critical thinking and problem-solving skills.,True
763,Education,Education has no role in character-building.,False
764,Education,Education encourages individuals to challenge the status quo and question everything around them.,True
765,Education,Education helps to promote social and economic development.,True
766,Education,Education is only important for getting a job.,False
767,Education,Education is key to personal growth and development.,True
768,Education,Education can be acquired only through formal schooling.,False
769,Education,Education helps individuals to become better citizens by understanding the laws and regulations of their society.,True
770,Education,Education is only limited to imparting knowledge; it has no role in shaping the attitude and behavior of an individual.,False
771,Education,Education is essential to create a more informed and enlightened society.,True
772,Education,Education plays no role in promoting gender equality and social justice.,False
773,Education,Education provides individuals with a better understanding of their social and environmental responsibilities.,True
774,Education,Education has no role in promoting peace and harmony in society.,False
775,Education,Education helps individuals to understand and appreciate different cultures and belief systems.,True
776,Education,Education helps individuals to develop emotional intelligence and empathy.,True
777,Education,Education helps individuals to understand and use technology effectively.,True
778,Education,Education helps individuals to stay mentally and physically healthy.,True
779,Education,Education helps individuals to achieve their goals and dreams.,True
780,Education,Education helps individuals to adapt to changing circumstances and pressures.,True
781,Education,Education is an overrated process and has no importance in today's world.,False
782,Education,A highly educated person is always more successful than an uneducated one.,False
783,Education,Education has no role in promoting innovation and creativity.,False
784,Education,Education has no impact on a person's overall well-being.,False
785,Education,"Education is only important for getting a degree, it has no role in real-life situations.",False
786,Education,"Education is only beneficial for academics, it has no real-life application.",False
787,Education,Education does not promote personal growth and development.,False
788,Education,People who are educated are not likely to struggle with societal issues like poverty and unemployment.,False
789,Education,Education is not necessary for an individual to become financially stable.,False
790,Education,Education has no role in promoting social mobility.,False
791,Education,An individual can succeed in life without education.,False
792,Education,Education has no impact on an individual's ability to think critically and logically.,False
793,Education,Education has no role in promoting a culture of innovation and research.,False
794,Education,Education does not impact an individual's ability to communicate effectively.,False
795,Education,Education has no role in fostering a sense of community and social responsibility.,False
796,Education,An individual can become knowledgeable only through personal experience and not through education.,False
797,Education,Education does not promote lifelong learning and personal growth.,False
798,Education,Education has no role in shaping the future of a society.,False
799,Education,An individual can develop the same knowledge and skills through self-study as they can through formal education.,False
800,Education,Education is not necessary for promoting international understanding and cooperation.,False
801,Education,An educated person is not likely to be a responsible citizen.,False
802,Education,Education has no role in promoting ethical behavior and decision making.,False
803,Education,Education has no impact on a person's overall success in life.,False
804,Education,Education has no role in promoting democratic values and practices.,False
805,Health and Fitness,Exercise is essential for good health.,True
806,Health and Fitness,Whole grains are more nutritious than refined grains.,True
807,Health and Fitness,Processed foods are generally less healthy than whole foods.,True
808,Health and Fitness,Drinking plenty of water is essential for good health.,True
809,Health and Fitness,Eating a balanced diet is important for good health.,True
810,Health and Fitness,Eating too much sugar can lead to health problems.,True
811,Health and Fitness,Fruits and vegetables are an important part of a healthy diet.,True
812,Health and Fitness,Regular physical activity can reduce the risk of chronic diseases.,True
813,Health and Fitness,"High levels of LDL (""bad"") cholesterol can increase the risk of heart disease.",True
814,Health and Fitness,Getting enough sleep is important for overall health and well-being.,True
815,Health and Fitness,Smoking is harmful to health and can cause a variety of diseases.,True
816,Health and Fitness,Moderate alcohol consumption can have health benefits.,True
817,Health and Fitness,Drinking too much alcohol can be harmful to health.,True
818,Health and Fitness,Maintaining a healthy weight is important for overall health and well-being.,True
819,Health and Fitness,Regular hand washing can help prevent the spread of germs and disease.,True
820,Health and Fitness,Wearing sunscreen can help prevent skin cancer.,True
821,Health and Fitness,A high intake of fiber can reduce the risk of heart disease.,True
822,Health and Fitness,Eating too much sodium can increase the risk of high blood pressure.,True
823,Health and Fitness,Engaging in activities that reduce stress can have positive health effects.,True
824,Health and Fitness,Drinking enough fluids is important during exercise.,True
825,Health and Fitness,Moderate caffeine intake is generally safe for most people.,True
826,Health and Fitness,Regular physical activity can improve mental health and well-being.,True
827,Health and Fitness,Consuming a diet that is high in fruits and vegetables can help prevent cancer.,True
828,Health and Fitness,Regular physical activity can improve sleep quality.,True
829,Health and Fitness,Drinking enough water can help prevent dehydration.,True
830,Health and Fitness,Eating fatty foods is necessary for good health.,False
831,Health and Fitness,All carbs are bad for your health.,False
832,Health and Fitness,There is no real difference between whole and processed foods.,False
833,Health and Fitness,Drinking soda is good for health.,False
834,Health and Fitness,Supplements can replace a healthy diet.,False
835,Health and Fitness,All fats are bad for your health.,False
836,Health and Fitness,Only red meat can cause health problems.,False
837,Health and Fitness,Eating more sugar is good for the body.,False
838,Health and Fitness,Only the overdose of prescription drugs can cause addiction.,False
839,Health and Fitness,Cancer cannot be prevented with a healthy lifestyle.,False
840,Health and Fitness,It is not important to stretch before exercising.,False
841,Health and Fitness,"Eating more than your limit gives you excess protein, which is good for health.",False
842,Health and Fitness,Regular physical activity does not have any health benefits.,False
843,Health and Fitness,Being underweight is as unhealthy as being overweight.,False
844,Health and Fitness,Only non-smokers can be at risk of lung cancer.,False
845,Health and Fitness,It is safe to drink alcohol while pregnant.,False
846,Health and Fitness,Cleaning your hands regularly is not effective in reducing the spread of disease.,False
847,Health and Fitness,Antibiotics are effective in treating cold and flu.,False
848,Health and Fitness,Consuming high doses of vitamins and minerals is always safe.,False
849,Health and Fitness,Regular physical activity cannot reduce stress.,False
850,Health and Fitness,Drinking excess fluids is harmful to health.,False
851,Health and Fitness,Caffeine has no impact on health.,False
852,Health and Fitness,Mental health is not affected by physical activity.,False
853,Health and Fitness,Being overweight has no impact on mental health.,False
854,Health and Fitness,All alcohol consumption is harmful to health.,False
855,Environment and Climate,Climate change is a natural phenomenon.,False
856,Environment and Climate,The earth's atmosphere traps heat from the sun through a process known as the greenhouse effect.,True
857,Environment and Climate,The hole in the ozone layer is caused by pollution.,True
858,Environment and Climate,The most abundant gas in the earth's atmosphere is nitrogen.,True
859,Environment and Climate,Carbon dioxide emissions from human activity have contributed to global warming.,True
860,Environment and Climate,The earth's temperature has been increasing at a steady rate over the past century.,False
861,Environment and Climate,Acid rain is caused by a chemical reaction with nitrogen oxides and carbon dioxide in the atmosphere.,False
862,Environment and Climate,Aerosol cans are one of the major sources of greenhouse gases.,False
863,Environment and Climate,The Arctic ice cap is melting due to rising temperatures.,True
864,Environment and Climate,Deforestation increases the amount of carbon dioxide in the atmosphere.,True
865,Environment and Climate,The Kyoto Protocol was an international agreement to reduce greenhouse gas emissions.,True
866,Environment and Climate,The largest contributor to air pollution is transportation.,True
867,Environment and Climate,"Renewable energy sources, such as wind and solar power, are less efficient than fossil fuels.",False
868,Environment and Climate,The primary cause of ocean pollution is oil spills.,False
869,Environment and Climate,Air pollution can cause respiratory problems.,True
870,Environment and Climate,Recycling reduces the amount of waste that ends up in landfills.,True
871,Environment and Climate,Wind turbines are a renewable energy source.,True
872,Environment and Climate,The industrial revolution is responsible for the increase in carbon dioxide levels in the atmosphere.,False
873,Environment and Climate,The Great Barrier Reef is the largest coral reef system in the world.,True
874,Environment and Climate,Overfishing has led to a decline in global fish populations.,True
875,Environment and Climate,The earth's population is expected to continue increasing in the coming years.,True
876,Environment and Climate,The Amazon rainforest produces 20% of the world's oxygen.,False
877,Environment and Climate,The Paris Agreement was a global initiative aimed at combating climate change.,True
878,Environment and Climate,Extinction is a natural process that occurs over time.,True
879,Environment and Climate,Human activity has had no impact on climate change.,False
880,Environment and Climate,The ozone layer protects the earth from UV radiation.,False
881,Environment and Climate,The dust bowl was a result of natural climate patterns.,False
882,Environment and Climate,There is no scientific consensus on the existence of climate change.,False
883,Environment and Climate,The use of plastic bags is good for the environment.,False
884,Environment and Climate,100% of the plastic waste in the ocean comes from marine sources.,False
885,Environment and Climate,Climate change has had no impact on sea levels.,False
886,Environment and Climate,Fracking is a renewable energy source.,False
887,Environment and Climate,Coral bleaching is not caused by rising water temperatures.,False
888,Environment and Climate,Nuclear energy is a major contributor to greenhouse gas emissions.,False
889,Environment and Climate,Climate change only affects some regions of the world.,False
890,Environment and Climate,The use of electric cars has no impact on reducing greenhouse gas emissions.,False
891,Environment and Climate,The earth's climate has remained consistent over time.,False
892,Environment and Climate,Recycling requires more energy than producing new products.,False
893,Environment and Climate,Carbon dioxide is not a greenhouse gas.,False
894,Environment and Climate,The earth's temperature has only increased in the past few decades.,False
895,Environment and Climate,Climate change is a hoax created by scientists.,False
896,Environment and Climate,Acid rain has no impact on the environment.,False
897,Environment and Climate,Renewable energy sources are not economically viable.,False
898,Environment and Climate,Global warming will have no impact on future generations.,False
899,Environment and Climate,Annual trash production in the U.S. has decreased over the past decade.,False
900,Environment and Climate,Climate change has no impact on the ocean.,False
901,Environment and Climate,Carbon offsetting has no impact on reducing greenhouse gas emissions.,False
902,Environment and Climate,The Paris Agreement was not a legally binding agreement.,False
903,Space and Astronomy,"True
2. The gravitational force of the Moon causes tides on Earth.",True
904,Space and Astronomy,"True
4. The asteroid belt can be found between Mars and Jupiter.",True
905,Space and Astronomy,"True 
6. Jupiter is the largest planet in the solar system.",True
906,Space and Astronomy,"True 
8. The International Space Station orbits the Earth.",True
907,Space and Astronomy,"True 
10. The Hubble Space Telescope is named after American astronomer Edwin Hubble.",True
908,Space and Astronomy,"True 
12. The most distant man-made object from earth is the Voyager 1 spacecraft.",True
909,Space and Astronomy,"True 
14. The Oort Cloud is a hypothetical cloud of icy objects that is believed to surround the solar system.",True
910,Space and Astronomy,"True 
16. Meteoroids are pieces of rock or metal that float around in space.",True
911,Space and Astronomy,"True 
18. Ganymede is the largest moon in the solar system.",True
912,Space and Astronomy,"True 
20. The Big Bang Theory is the most widely accepted explanation for the origin and evolution of the universe.",True
913,Space and Astronomy,"True
22. A black hole is a region in space where the gravity is so strong that nothing, not even light, can escape.",True
914,Space and Astronomy,"True
24. A supernova is a powerful explosion that occurs when a star runs out of fuel.",True
915,Space and Astronomy,"True

False:
1. Venus is the closest planet to the sun.",False
916,Space and Astronomy,"False 
3. The asteroid that is believed to have caused the extinction of the dinosaurs is known as Apophis.",False
917,Space and Astronomy,"False 
5. Mercury is the largest planet in the solar system.",False
918,Space and Astronomy,"False 
7. The space race was a competition between the United States and Russia to explore the galaxies outside of our Milky Way.",False
919,Space and Astronomy,"False 
9. The chemical element helium was discovered on Earth before it was discovered in space.",False
920,Space and Astronomy,"False 
11. The term ""cosmos"" refers only to the observable universe.",False
921,Space and Astronomy,"False 
13. Earth's atmosphere protects it from meteoroids.",False
922,Space and Astronomy,"False 
15. The Cassini spacecraft was launched to study Jupiter and its moons.",False
923,Space and Astronomy,"False 
17. Pluto is a gas giant.",False
924,Space and Astronomy,"False 
19. The concept of gravity was first introduced by Galileo Galilei.",False
925,Space and Astronomy,"False 
21. The solar system only has eight planets.",False
926,Space and Astronomy,"False 
23. A lunar eclipse occurs when the Earth passes between the Sun and the Moon.",False
927,Space and Astronomy,"False 
25. The universe is believed to be expanding at an increasing rate.",False.
928,Fashion and Style,"Fashion is the prevailing style or custom, especially in dress or behavior.",True
929,Fashion and Style,The earliest evidence of fashion dates back to prehistoric times.,True
930,Fashion and Style,The fashion industry is one of the largest industries in the world.,True
931,Fashion and Style,A fashion designer is a person who creates clothing.,True
932,Fashion and Style,High heels were originally designed for men.,True
933,Fashion and Style,"Coco Chanel is credited with popularizing the ""little black dress.""",True
934,Fashion and Style,Paisley is a type of fabric pattern that originated from India.,True
935,Fashion and Style,"The term ""jeans"" comes from the city of Genoa in Italy.",True
936,Fashion and Style,The color black is associated with mourning in most Western cultures.,True
937,Fashion and Style,"The ""power suit"" became popular among women in the 1980s.",True
938,Fashion and Style,"""Boho"" style is inspired by Bohemian and hippie fashion.",True
939,Fashion and Style,"""Athleisure"" is a style of clothing designed for athletic activities.",True
940,Fashion and Style,Haute couture refers to high-end custom-designed fashion.,True
941,Fashion and Style,"The term ""fast fashion"" refers to quickly produced, affordable clothing.",True
942,Fashion and Style,"The ""preppy"" style originated from students at Ivy League schools.",True
943,Fashion and Style,Rayon is a semi-synthetic material made from wood pulp.,True
944,Fashion and Style,The fashion industry produces a significant amount of waste and pollution.,True
945,Fashion and Style,"""Vintage"" clothing refers to clothing that is at least 20 years old.",True
946,Fashion and Style,"The ""Canadian tuxedo"" refers to an outfit consisting of denim jeans and a denim jacket.",True
947,Fashion and Style,Individual style often reflects a person's personality and interests.,True
948,Fashion and Style,Polyester is a type of synthetic material that was popular in the 1970s.,True
949,Fashion and Style,"""Grunge"" style originated from the Pacific Northwest music scene.",True
950,Fashion and Style,"""Normcore"" is a fashion style that emphasizes simplicity and practicality.",True
951,Fashion and Style,"""Mod"" style originated from the 1960s British fashion scene.",True
952,Fashion and Style,Platform shoes became popular in the 1920s.,False
953,Fashion and Style,"The ""little black dress"" was popularized by Marilyn Monroe.",False
954,Fashion and Style,Denim was originally developed in France.,False
955,Fashion and Style,The first fashion magazine was published in the 19th century.,False
956,Fashion and Style,"The term ""hipster"" originated in the 1920s.",False
957,Fashion and Style,"The ""flapper"" style originated in the 1950s.",False
958,Fashion and Style,Burberry is a French fashion brand.,False
959,Fashion and Style,Harem pants were originally designed for men.,False
960,Fashion and Style,PVC and vinyl materials are commonly used in high-end fashion.,False
961,Fashion and Style,"The ""emo"" style originated from the punk rock scene.",False
962,Fashion and Style,The fashion industry has no impact on the global economy.,False
963,Fashion and Style,"""Logomania"" is a style that revolves around camouflage patterns.",False
964,Fashion and Style,"The word ""fashion"" comes from the Latin word ""facere"" meaning ""to do.""",False
965,Fashion and Style,"The term ""granny chic"" refers to modern clothing that mimics elderly women's clothing.",False
966,Fashion and Style,The fur trade has no connection to the fashion industry.,False
967,Fashion and Style,Cotton is not a commonly used material in the fashion industry.,False
968,Fashion and Style,"The ""beatnik"" style originated in the 1960s.",False
969,Fashion and Style,"The ""prep"" style originated from the United Kingdom.",False
970,Fashion and Style,"""Athleisure"" is a style meant for formal events.",False
971,Fashion and Style,"""Steampunk"" style is inspired by Victorian-era fashion.",False
972,Fashion and Style,"""Hip-hop"" style originated in Europe.",False
973,Fashion and Style,"""Minimalist"" style emphasizes bold patterns and bright colors.",False
974,Fashion and Style,The fashion industry has made significant strides in becoming more sustainable and eco-friendly.,False
975,Fashion and Style,"""Kawaii"" style originated in South America.",False
976,Video Games,Video games are a form of electronic entertainment.,True
977,Video Games,The first video game was created in the 1970s.,True
978,Video Games,The goal of most video games is to finish the game or complete objectives.,True
979,Video Games,Console games are designed to be played on a specific gaming platform.,True
980,Video Games,Video games can help improve cognitive abilities and hand-eye coordination.,True
981,Video Games,Online multiplayer games require an internet connection.,True
982,Video Games,The video game industry generates billions of dollars in revenue each year.,True
983,Video Games,RPG stands for role-playing game.,True
984,Video Games,Video game developers are responsible for designing and programming the game.,True
985,Video Games,Sports games simulate real-life activities like football and basketball.,True
986,Video Games,Video game cheat codes can give players special abilities or items.,True
987,Video Games,The ESRB rates video games based on their content and age appropriateness.,True
988,Video Games,Esports involve competitive video gaming on a professional level.,True
989,Video Games,Puzzle games require problem-solving skills to complete challenges.,True
990,Video Games,First-person shooter games typically involve combat and gunplay.,True
991,Video Games,Video game soundtracks can be composed by professional musicians.,True
992,Video Games,Platformer games involve navigating a character through levels and obstacles.,True
993,Video Games,Video games can be played on mobile devices like smartphones and tablets.,True
994,Video Games,Virtual reality technology allows players to immerse themselves in a game world.,True
995,Video Games,Video game streaming platforms like Twitch allow players to broadcast their gameplay.,True
996,Video Games,Video game addiction is a recognized mental health disorder.,True
997,Video Games,Video game controllers can come in a variety of shapes and sizes depending on the console.,True
998,Video Games,Action games involve fast-paced combat and physical challenges.,True
999,Video Games,The Nintendo Switch is a popular hybrid console that can be played both in handheld and console mode.,True
1000,Video Games,Video games were created in the 1920s.,False
1001,Video Games,All video games are only meant for children.,False
1002,Video Games,Playing video games is a waste of time and has no benefits.,False
1003,Video Games,Video games were invented in Japan and have no other origins.,False
1004,Video Games,All video games involve violence and aggressive behavior.,False
1005,Video Games,You can only play video games on a TV or computer monitor.,False
1006,Video Games,All video games are expensive to buy and play.,False
1007,Video Games,Interactive movies and visual novels are not considered video games.,False
1008,Video Games,Video game competitions are illegal and have no regulation.,False
1009,Video Games,The only way to enjoy video games is to play alone.,False
1010,Video Games,All video games require the player to use a mouse and keyboard.,False
1011,Video Games,The Wii U was a highly successful console for Nintendo.,False
1012,Video Games,Video game speedruns require players to play games slowly and carefully.,False
1013,Video Games,Puzzle games are only designed for younger kids.,False
1014,Video Games,All video games are created by teams of hundreds of people.,False
1015,Video Games,The only way to buy video games is in a physical store.,False
1016,Video Games,Xbox is the only major gaming console on the market.,False
1017,Video Games,Video games are only designed to provide temporary entertainment.,False
1018,Video Games,Video game graphics have not improved significantly in the last decade.,False
1019,Video Games,Video games can never be considered an art form.,False
1020,Video Games,Board games and card games are not considered types of video games.,False
1021,Video Games,Other forms of entertainment like books and movies have no connection to video games.,False
1022,Video Games,All video games are only meant to be played by one person at a time.,False
1023,Video Games,The only way to succeed in video games is to cheat.,False
1024,Travel and Tourism,Tourism is a major economic activity in many countries.,True
1025,Travel and Tourism,The World Tourism Organization is a specialized agency of the United Nations.,True
1026,Travel and Tourism,Ecotourism is a form of responsible tourism that promotes sustainable practices.,True
1027,Travel and Tourism,The first commercial passenger flight took place in 1914.,True
1028,Travel and Tourism,The Schengen Area is a group of European Union member countries that abolished border controls.,True
1029,Travel and Tourism,A visa grants you permission to enter a foreign country.,True
1030,Travel and Tourism,Hostels are usually cheaper than hotels.,True
1031,Travel and Tourism,Airbnb allows travelers to rent apartments and houses from locals.,True
1032,Travel and Tourism,A nonstop flight flies directly from one destination to another without stops.,True
1033,Travel and Tourism,Over-tourism is a phenomenon where a popular destination becomes too crowded with tourists.,True
1034,Travel and Tourism,A travel agent can help you plan your trip and book accommodation.,True
1035,Travel and Tourism,The Great Barrier Reef is located in Australia.,True
1036,Travel and Tourism,Disneyland was the first theme park to open.,True
1037,Travel and Tourism,The Eiffel Tower is located in London.,False
1038,Travel and Tourism,Oktoberfest is a beer festival that takes place in Germany.,True
1039,Travel and Tourism,The pyramids of Giza are located in Mexico.,False
1040,Travel and Tourism,Niagara Falls is located on the border between Canada and the United States.,True
1041,Travel and Tourism,Paris is known as the city of love.,True
1042,Travel and Tourism,The Grand Canyon is located in Nevada.,False
1043,Travel and Tourism,New York City is often called the Big Apple.,True
1044,Travel and Tourism,The Great Wall of China is visible from space.,False
1045,Travel and Tourism,The Colosseum is located in Rome.,True
1046,Travel and Tourism,"Times Square is located in Washington, D.C.",False
1047,Travel and Tourism,Honolulu is the capital of Hawaii.,True
1048,Travel and Tourism,Travel agents are no longer in business.,False
1049,Travel and Tourism,You don't need a passport to travel to a foreign country.,False
1050,Travel and Tourism,The Great Wall of India is located in China.,False
1051,Travel and Tourism,California is home to only one airport.,False
1052,Travel and Tourism,Most countries require visas for U.S. citizens.,False
1053,Travel and Tourism,The Sydney Opera House is located in New Zealand.,False
1054,Travel and Tourism,Most countries have the same currency as the United States.,False
1055,Travel and Tourism,The Amazon Rainforest is located in Asia.,False
1056,Travel and Tourism,New York City is the smallest city in the United States.,False
1057,Travel and Tourism,The Niagara Falls is one waterfall.,False
1058,Travel and Tourism,Football (soccer) is not a popular sport in most countries.,False
1059,Travel and Tourism,Airbnb is a type of hotel chain.,False
1060,Travel and Tourism,The European Union does not allow free movement of people.,False
1061,Travel and Tourism,Oktoberfest is not a festival celebrated in Bavaria.,False
1062,Travel and Tourism,The official language in Brazil is Spanish.,False
1063,Travel and Tourism,Mount Rushmore is located in Florida.,False
1064,Travel and Tourism,The tallest building in the world is located in Europe.,False
1065,Travel and Tourism,Helsinki is the capital of Norway.,False
1066,Travel and Tourism,The Eiffel Tower is located in Italy.,False
1067,Travel and Tourism,Rome is the capital of France.,False
1068,Travel and Tourism,Las Vegas is not a popular tourist destination.,False
1069,Travel and Tourism,The Great Barrier Reef is located near the coast of Africa.,False
1070,Travel and Tourism,The Himalayas are not the highest mountain range in the world.,False
1071,Travel and Tourism,Iceland is not known for its natural hot springs.,False
1072,Language and Literature,Literature is any kind of written or spoken material that has artistic or intellectual value.,True
1073,Language and Literature,A simile is a figure of speech in which two unlike things are explicitly compared.,True
1074,Language and Literature,The subject of the sentence is typically the person or thing that performs the action of the verb.,True
1075,Language and Literature,A metaphor is a figure of speech in which a word or phrase is applied to an object or action to which it is not literally applicable.,True
1076,Language and Literature,"When using dialogue, quotation marks are used to show where characters’ speech starts and ends.",True
1077,Language and Literature,"In poetry, stanzas are typically divided by blank lines.",True
1078,Language and Literature,"The setting of a work of literature determines the time, place, and social circumstances in which the story takes place.",True
1079,Language and Literature,The climax of a story is the moment of highest tension or suspense.,True
1080,Language and Literature,A protagonist is the main character in a story.,True
1081,Language and Literature,"In non-fiction writing, the author typically writes about factual information rather than personal opinions.",True
1082,Language and Literature,A sonnet is a type of poem that consists of 14 lines and typically follows a specific rhyme scheme.,True
1083,Language and Literature,A tragic hero is a character who experiences a downfall due to a tragic flaw in their personality.,True
1084,Language and Literature,"In an essay, the thesis statement provides the main point or argument of the essay.",True
1085,Language and Literature,An allusion is a reference to another work of literature or historical event.,True
1086,Language and Literature,"In a short story, the plot includes the exposition, rising action, climax, falling action, and resolution.",True
1087,Language and Literature,"In Shakespearean plays, iambic pentameter is often used to create a sense of rhythm and heightened language.",True
1088,Language and Literature,"A motif is a recurring symbol, image, or idea in a work of literature.",True
1089,Language and Literature,Dramatic irony occurs when the audience knows something that the characters on stage do not know.,True
1090,Language and Literature,An antagonist is a character who opposes the protagonist in a story.,True
1091,Language and Literature,An epiphany is a sudden realization or understanding about something.,True
1092,Language and Literature,Denotation refers to the literal or dictionary definition of a word.,True
1093,Language and Literature,A memoir is a type of non-fiction writing that is based on a personal experience.,True
1094,Language and Literature,Symbolism is the use of symbols to represent ideas or qualities.,True
1095,Language and Literature,An allegory is a story in which characters and events represent abstract ideas or principles.,True
1096,Language and Literature,A protagonist is typically the character that opposes the main character.,False
1097,Language and Literature,Irony is a device used in literature that means exactly what it says.,False
1098,Language and Literature,The point of view in a story has no effect on the way a reader experiences the story.,False
1099,Language and Literature,Foreshadowing is a type of literary device that happens after an event in the story.,False
1100,Language and Literature,Dialogue refers to the thoughts of a character.,False
1101,Language and Literature,Connotation refers to the literal or dictionary definition of a word.,False
1102,Language and Literature,A sonnet is a type of poem that consists of 16 lines.,False
1103,Language and Literature,Denouement is the moment of tension or suspense in the story.,False
1104,Language and Literature,A eulogy is a type of non-fiction writing that is based on a personal experience.,False
1105,Language and Literature,Satire is a type of writing that is meant to be taken seriously.,False
1106,Language and Literature,The author's audience has no effect on the way they write their work.,False
1107,Language and Literature,A hyperbole is a figure of speech in which two unlike things are explicitly compared.,False
1108,Language and Literature,"In fiction, a protagonist and a main character are always different people.",False
1109,Language and Literature,A climax is the resolution of the story.,False
1110,Language and Literature,A haiku is a type of poem that consists of 12 lines.,False
1111,Language and Literature,Paradox refers to a statement that seems to contradict itself but may nevertheless be true.,False
1112,Language and Literature,"In poetry, prose is typically used instead of rhyme and meter.",False
1113,Language and Literature,Stream of consciousness is a style of writing that presents a character's thoughts and feelings in a continuous and uninterrupted flow.,False
1114,Language and Literature,A soliloquy is a speech given to another character.,False
1115,Language and Literature,A graphic novel is a type of literature that is not illustrated.,False
1116,Language and Literature,A personification is a figure of speech in which an animal or inanimate object is given human qualities.,False
1117,Language and Literature,A narrative is a type of non-fiction writing that is usually organized chronologically.,False
1118,Language and Literature,A fable is a type of story that is meant to be taken literally.,False
