,Topic,Question,Correct
743,Politics,"In many countries, political parties are required to have a minimum number of female candidates in their election campaigns.",True
744,Politics,Direct democracy is a political system where all citizens have an equal say in decision-making.,True
745,Politics,The judiciary branch of government is always the most powerful branch.,False
746,Politics,"In the United States, the Vice President is elected directly by the citizens.",False
747,Politics,The United Kingdom is a federal political system.,False
748,Politics,"In many countries, citizens are allowed to vote even if they haven't completed their education.",True
749,Business and Economy,The GDP of a country is solely determined by the government's policies.,False
750,Business and Economy,Recessions are always bad for businesses.,False
751,Business and Economy,Lowering taxes will always stimulate economic growth.,False
752,Business and Economy,Multinational corporations always exploit developing countries.,False
753,Business and Economy,Inflation is always caused by an increase in the money supply.,False
754,Business and Economy,The stock market accurately reflects the overall health of the economy.,False
755,Business and Economy,Economic growth means an increase in the quality of life for all citizens.,False
756,Business and Economy,The minimum wage can never be higher than the market wage.,False
757,Business and Economy,A recession is defined as two consecutive quarters of negative GDP growth.,True
758,Business and Economy,An increase in taxes will always lead to a decrease in consumer spending.,False
759,Business and Economy,A recession in one country will always lead to a recession in other countries.,False
760,Business and Economy,The United States has the largest economy in the world.,True
761,Business and Economy,The value of a company's stock is directly correlated with the success of the company.,False
762,Business and Economy,The government's deficit is always bad for the economy.,False
763,Business and Economy,Free trade is always a good thing for all countries involved.,False
764,Business and Economy,A higher inflation rate means that the economy is growing faster.,False
765,Business and Economy,A decrease in the unemployment rate always leads to wage growth for workers.,False
766,Business and Economy,A monopoly is always bad for consumers.,True
767,Business and Economy,Socialism is always bad for businesses.,False
768,Business and Economy,Supply-side economics believes that tax cuts for the wealthy will trickle down to benefit everyone.,True
769,Business and Economy,Tariffs always benefit domestic producers and hurt foreign producers.,False
770,Business and Economy,An increase in student loan debt will always lead to a decrease in entrepreneurship.,False
771,Business and Economy,The national debt is always a burden on future generations.,False
772,Business and Economy,A budget surplus always indicates a healthy economy.,False
773,Business and Economy,Subsidies always help businesses and boost economic growth.,False
774,Business and Economy,Economic freedom and political freedom have no correlation.,False
775,Business and Economy,A higher GDP per capita always leads to higher life expectancy.,False
776,Business and Economy,A decrease in the value of a country's currency always leads to increased exports.,True
777,Business and Economy,The European Union has a larger total GDP than the United States.,False
778,Business and Economy,Wealth inequality always leads to a decrease in economic growth.,False
779,Business and Economy,The GDP is a perfect measure of economic well-being.,False
780,Business and Economy,War always leads to increased economic growth.,False
781,Business and Economy,A higher minimum wage always leads to higher unemployment.,False
782,Business and Economy,"Entrepreneurs create jobs, but not necessarily economic growth.",True
783,Business and Economy,The world population will continue to grow indefinitely.,False
784,Business and Economy,A higher inflation rate always leads to higher interest rates.,True
785,Business and Economy,The government can always control the rate of inflation.,False
786,Business and Economy,International trade is always a zero-sum game.,False
787,Business and Economy,The gig economy is always bad for workers.,False
788,Business and Economy,Aggregate demand is the total demand for goods and services in an economy.,True
789,Business and Economy,The Phillips curve shows an inverse relationship between unemployment and inflation.,True
790,Business and Economy,Banks always create money when they make loans.,True
791,Business and Economy,Investment in education always leads to higher economic growth.,True
792,Business and Economy,The Great Depression was caused by a stock market crash.,False
793,Business and Economy,A recession can never turn into a depression.,False
794,Business and Economy,Economic growth can never lead to negative environmental externalities.,False
795,Business and Economy,Economic sanctions always achieve their desired political goals.,False
796,Business and Economy,Economic growth always leads to a decrease in poverty rates.,False
797,Business and Economy,A decrease in the trade deficit always leads to an increase in economic growth.,False
798,Business and Economy,Economic growth always leads to an increase in happiness.,False
799,Education,The only purpose of education is to obtain a degree.,False
800,Education,Public schools are required to teach religion.,False
801,Education,Homeschooling is illegal in many countries.,False
802,Education,Private schools are always better than public schools.,False
803,Education,All students with disabilities require specialized education.,False
804,Education,Students can legally drop out of school at any age.,False
805,Education,Online classes are an easier way to earn a degree.,False
806,Education,Standardized tests are the only way to measure a student's academic abilities.,False
807,Education,Education is only important for finding a job.,False
808,Education,All teachers are required to have a teaching degree.,False
809,Education,Bullying is not a significant problem in schools.,False
810,Education,It is easier to learn a new language when you are young.,True
811,Education,Education is the key to breaking the cycle of poverty.,True
812,Education,School funding is the same across all states in the US.,False
813,Education,Teachers do not receive a high salary.,True
814,Education,All schools offer the same extracurricular activities.,False
815,Education,More homework leads to better grades.,False
816,Education,College is the only way to succeed in life.,False
817,Education,Every student learns at the same pace.,False
818,Education,Education is important for personal growth.,True
819,Education,Students are not allowed to express their opinions in school.,False
820,Education,Homeschooling students are always isolated and lack social skills.,False
821,Education,Arts classes are not necessary for a well-rounded education.,False
822,Education,Every teacher provides the same quality of education.,False
823,Education,Bilingual education is not beneficial.,False
824,Education,Years of education always correlate with intelligence.,False
825,Education,Education can help promote empathy and understanding.,True
826,Education,The internet is a reliable source for school research.,False
827,Education,Standardized tests accurately measure teacher performance.,False
828,Education,Physical education classes are not necessary.,False
829,Education,Students are not allowed to challenge textbooks or curriculum.,False
830,Education,Technology cannot enhance classroom learning.,False
831,Education,Education can lead to a better understanding of other cultures.,True
832,Education,You need a college degree to be successful.,False
833,Education,Physical proximity to a school does not affect a student's education.,False
834,Education,School uniforms do not affect academic performance.,False
835,Education,Students always have access to proper resources for education.,False
836,Education,Teachers are not allowed to have personal opinions in class.,False
837,Education,Memorization is the only way to pass exams.,False
838,Education,Community colleges are not a good option for higher education.,False
839,Education,Education funding is always a top priority for governments.,False
840,Education,Only math and science classes are important for a career.,False
841,Education,Reading literature is not necessary for a comprehensive education.,False
842,Education,Music education does not affect academic success.,False
843,Education,Education is a lifelong process.,True
844,Education,Parents are not involved enough in their children's education.,False
845,Education,Education helps promote critical thinking skills.,True
846,Education,School shootings are not a significant problem.,False
847,Education,Private schools receive no government funding.,False
848,Education,Education can help reduce poverty rates.,True
849,Education,All students have access to equal educational opportunities.,False
850,Education,College is free in all countries.,False
851,Health and Fitness,Exercise is the best way to lose weight.,False
852,Health and Fitness,You should avoid all carbohydrates in your diet.,False
853,Health and Fitness,Running on a treadmill is the same as running outdoors.,False
854,Health and Fitness,Doing sit-ups is the only way to get a six-pack.,False
855,Health and Fitness,Lifting heavy weights will make you bulky.,False
856,Health and Fitness,"If you’re not sweating during your workout, you’re not burning enough calories.",False
857,Health and Fitness,Doing yoga is not a real workout.,False
858,Health and Fitness,Drinking water during exercise can cause cramps.,False
859,Health and Fitness,Eat fat-free foods to lose weight.,False
860,Health and Fitness,Stretching before exercise is not necessary.,False
861,Health and Fitness,Protein bars are a healthy snack alternative.,False
862,Health and Fitness,Taking supplements is necessary for a healthy diet.,False
863,Health and Fitness,Lifting weights will make you inflexible.,False
864,Health and Fitness,You can target fat loss in specific areas of your body.,False
865,Health and Fitness,Going to the gym every day is necessary for weight loss.,False
866,Health and Fitness,Weightlifting is not a good exercise for heart health.,False
867,Health and Fitness,Drinking more water will help you lose weight.,True
868,Health and Fitness,Running is bad for your knees.,False
869,Health and Fitness,Fad diets are a healthy way to lose weight.,False
870,Health and Fitness,Spot reduction is possible with targeted exercise.,False
871,Health and Fitness,Women who lift weights will become too muscular.,False
872,Health and Fitness,Lifting weights will ruin your posture.,False
873,Health and Fitness,You can only get a good workout at the gym.,False
874,Health and Fitness,Skipping meals is a good way to lose weight.,False
875,Health and Fitness,Cardio exercise is the only way to burn fat.,False
876,Health and Fitness,Eating after 8 pm will make you gain weight.,False
877,Health and Fitness,Drinking green tea will boost your metabolism.,True
878,Health and Fitness,More sweat equals more calories burned.,False
879,Health and Fitness,High-impact exercises are not good for your joints.,False
880,Health and Fitness,Having a gym membership guarantees weight loss.,False
881,Health and Fitness,You should avoid all fats in your diet.,False
882,Health and Fitness,Crunches are the best exercise for building abdominal muscles.,False
883,Health and Fitness,Squats are bad for your knees.,False
884,Health and Fitness,A healthy diet only involves eating fruits and vegetables.,False
885,Health and Fitness,You can eat whatever you want as long as you exercise regularly.,False
886,Health and Fitness,Lifting weights will cause women to develop breast cancer.,False
887,Health and Fitness,Sweating out toxins is essential for good health.,False
888,Health and Fitness,You should always stretch before a workout.,True
889,Health and Fitness,A snack before bed will cause nightmares.,False
890,Health and Fitness,Cardio exercise is the best way to reduce stress.,False
891,Health and Fitness,"The more athletic you are, the healthier you are.",False
892,Health and Fitness,You can eat fast food occasionally if you exercise enough.,False
893,Health and Fitness,Fruit juice is a healthy alternative to soda.,False
894,Health and Fitness,Running a marathon is the only way to get in good shape.,False
895,Health and Fitness,You should avoid all sugar in your diet.,False
896,Health and Fitness,Doing crunches is the best way to get rid of belly fat.,False
897,Health and Fitness,You should always listen to music while working out.,False
898,Health and Fitness,Drinking sports drinks is better than drinking water during a workout.,False
899,Health and Fitness,Lifting weights is only for young people.,False
900,Health and Fitness,You can’t exercise if you’re pregnant.,False
901,Environment and Climate,Climate change is caused solely by natural processes.,False
902,Environment and Climate,The ozone layer depletion is directly linked to global warming.,False
903,Environment and Climate,The earth's climate has remained constant over the last century.,False
904,Environment and Climate,The use of plastic bags contributes to climate change.,True
905,Environment and Climate,The Intergovernmental Panel on Climate Change (IPCC) has concluded that climate change is real and primarily caused by human activities.,True
906,Environment and Climate,"""Global warming"" and ""climate change"" refer to the same phenomenon.",False
907,Environment and Climate,Renewable energy sources like wind and solar power are more expensive than fossil fuels.,False
908,Environment and Climate,Climate change only affects certain regions of the world and not others.,False
909,Environment and Climate,Climate change is a myth.,False
910,Environment and Climate,The Arctic sea ice is increasing in size.,False
911,Environment and Climate,Climate change is a natural occurrence and has nothing to do with human activities.,False
912,Environment and Climate,The average temperature of the earth's surface has increased by about 1 degree Celsius since the pre-industrial era.,True
913,Environment and Climate,Deforestation does not have an impact on climate change.,False
914,Environment and Climate,Electric cars do not contribute to air pollution.,True
915,Environment and Climate,Carbon dioxide is the primary greenhouse gas emitted as a result of human activities.,True
916,Environment and Climate,The use of energy-efficient products has no effect on reducing greenhouse gas emissions.,False
917,Environment and Climate,The melting of glaciers is not a result of climate change.,False
918,Environment and Climate,The Paris Agreement aims to limit global warming to below 2 degrees Celsius.,True
919,Environment and Climate,Companies and industries are not responsible for contributing to climate change.,False
920,Environment and Climate,Natural disasters are not aggravated by climate change.,False
921,Environment and Climate,The earth's warming temperature will not lead to the extinction of certain animal and plant species.,False
922,Environment and Climate,The United States has withdrawn from the Paris Agreement.,True
923,Environment and Climate,Only carbon dioxide emissions contribute to climate change.,False
924,Environment and Climate,Climate change will not affect human health.,False
925,Environment and Climate,Climate change is a recent phenomenon.,False
926,Environment and Climate,Recycling has no impact on reducing greenhouse gas emissions.,False
927,Environment and Climate,The average sea level has risen by approximately 8 inches over the past century.,True
928,Environment and Climate,The Great Barrier Reef is not affected by climate change.,False
929,Environment and Climate,Carbon capture and storage technology is not an effective way to mitigate climate change.,False
930,Environment and Climate,The use of public transportation helps reduce greenhouse gas emissions.,True
931,Environment and Climate,Planting trees has no effect on mitigating climate change.,False
932,Environment and Climate,Climate change will not contribute to an increase in the frequency and severity of natural disasters.,False
933,Environment and Climate,The earth's temperature is not affected by the composition of the atmosphere.,False
934,Environment and Climate,Climate change will not lead to food scarcity.,False
935,Environment and Climate,Methane emissions have no impact on climate change.,False
936,Environment and Climate,Climate change will not lead to water scarcity.,False
937,Environment and Climate,The use of nuclear energy is an effective way to mitigate climate change.,True
938,Environment and Climate,Climate change is primarily caused by volcanic activity.,False
939,Environment and Climate,Climate change is not a pressing issue.,False
940,Environment and Climate,The use of fossil fuels is the primary cause of climate change.,True
941,Environment and Climate,The Himalayan glaciers are not melting due to climate change.,False
942,Environment and Climate,Climate change will not lead to an increase in global conflicts.,False
943,Environment and Climate,The average temperature of the earth's surface has not increased significantly over the past century.,False
944,Environment and Climate,The use of electric vehicles has no impact on reducing greenhouse gas emissions.,False
945,Environment and Climate,Climate change will not lead to a rise in sea levels.,False
946,Environment and Climate,The sun's activity is the primary cause of climate change.,False
947,Environment and Climate,The greenhouse effect is a myth.,False
948,Environment and Climate,Climate change does not have an impact on the world economy.,False
949,Environment and Climate,Climate change will not lead to the displacement of millions of people.,False
950,Environment and Climate,Polar bears are not affected by climate change.,False
951,Space and Astronomy,The moon is larger than Mercury.,False
952,Space and Astronomy,The sun is a planet.,False
953,Space and Astronomy,The Big Bang Theory explains the origin of the universe.,True
954,Space and Astronomy,All asteroids come from the asteroid belt between Mars and Jupiter.,False
955,Space and Astronomy,Earth's atmosphere protects us from meteoroids.,True
956,Space and Astronomy,Jupiter is the largest planet in our solar system.,True
957,Space and Astronomy,The Kuiper Belt is a region of our solar system beyond the orbit of Neptune.,True
958,Space and Astronomy,"The North Star, also known as Polaris, is the brightest star in the sky.",False
959,Space and Astronomy,The Milky Way is the name of our solar system.,False
960,Space and Astronomy,The universe is constantly expanding.,True
961,Space and Astronomy,Black holes are just empty space.,False
962,Space and Astronomy,Earth is the only planet in our solar system with liquid water on its surface.,True
963,Space and Astronomy,The asteroid that caused the extinction of the dinosaurs hit Earth about 100 million years ago.,False
964,Space and Astronomy,The International Space Station is the most distant man-made object from Earth.,False
965,Space and Astronomy,Pluto is no longer considered a planet.,True
966,Space and Astronomy,The largest volcano in our solar system is on Earth.,False
967,Space and Astronomy,The first person to walk on the moon was Neil Armstrong.,True
968,Space and Astronomy,Halley's Comet appears roughly once every 100 years.,True
969,Space and Astronomy,"Astronauts in space experience ""weightlessness"" because they are so far from Earth's gravitational pull.",False
970,Space and Astronomy,The Great Red Spot is a giant storm on Jupiter.,True
971,Space and Astronomy,There are more stars in the Milky Way than grains of sand on all the beaches on Earth.,True
972,Space and Astronomy,"The term ""lunar"" refers to the planet Jupiter.",False
973,Space and Astronomy,Saturn's rings are made of chunks of ice and rock.,True
974,Space and Astronomy,The asteroid belt is located between Jupiter and Saturn.,False
975,Space and Astronomy,There is no gravity in space.,False
976,Space and Astronomy,The first artificial satellite sent into space was called Sputnik.,True
977,Space and Astronomy,Venus is the hottest planet in our solar system.,True
978,Space and Astronomy,"The ""Goldilocks Zone"" refers to the distance between a star and its planets where liquid water can exist.",True
979,Space and Astronomy,There are nine planets in our solar system.,False
980,Space and Astronomy,There is a dark side of the moon that never faces the Earth.,False
981,Space and Astronomy,One day on Venus is longer than one year on Venus.,True
982,Space and Astronomy,The largest star in the Milky Way is also the closest star to Earth.,False
983,Space and Astronomy,The light from the moon is actually the moon's own light.,False
984,Space and Astronomy,The closest star to our solar system is Proxima Centauri.,True
985,Space and Astronomy,Astronauts can see the Great Wall of China from space.,False
986,Space and Astronomy,The center of our galaxy is home to a supermassive black hole.,True
987,Space and Astronomy,Mars has a similar atmosphere to Earth.,False
988,Space and Astronomy,The amount of water on Earth remains constant and does not change over time.,False
989,Space and Astronomy,The Hubble Space Telescope is named after astronomer Edwin Hubble.,True
990,Space and Astronomy,A full moon occurs twice a month.,False
991,Space and Astronomy,"Uranus is tilted on its side, with its poles pointing towards the sun.",True
992,Space and Astronomy,The first American woman in space was Sally Ride.,True
993,Space and Astronomy,All comets have tails.,True
994,Space and Astronomy,The sun will eventually run out of fuel and die.,True
995,Space and Astronomy,Mercury has no atmosphere.,True
996,Space and Astronomy,The first spacecraft to visit Jupiter was Voyager 1.,True
997,Space and Astronomy,Human beings have never been to the planet Venus.,False
998,Space and Astronomy,Shooting stars are actually stars falling out of the sky.,False
999,Space and Astronomy,The Earth's magnetic field protects us from harmful solar winds.,True
1000,Space and Astronomy,The largest volcano in our solar system is on Mars.,True
1001,Fashion and Style,Wearing black makes you look slimmer.,True.
1002,Fashion and Style,Wearing white makes you look bigger.,True.
1003,Fashion and Style,High heels are bad for your feet.,True.
1004,Fashion and Style,Sneakers are only suitable for sportswear.,False.
1005,Fashion and Style,Only expensive clothes look good.,False.
1006,Fashion and Style,Sunglasses protect your eyes from UV rays.,True.
1007,Fashion and Style,Turtlenecks make your neck look shorter.,True.
1008,Fashion and Style,Horizontal stripes make you look wider.,True.
1009,Fashion and Style,Wearing clothes that are too tight will make you look thinner.,False.
1010,Fashion and Style,Dressing in all one color is boring.,False.
1011,Fashion and Style,Short people should avoid long dresses.,False.
1012,Fashion and Style,You can only wear white after Labor Day.,False.
1013,Fashion and Style,Men shouldn't wear jewelry.,False.
1014,Fashion and Style,Mixing prints is a fashion faux pas.,False.
1015,Fashion and Style,Animal print is overrated.,False.
1016,Fashion and Style,Only certain body types can wear crop tops.,False.
1017,Fashion and Style,You should always match your shoes and bag.,False.
1018,Fashion and Style,Leather should only be worn in the fall and winter.,False.
1019,Fashion and Style,Plaid is only for preppy styles.,False.
1020,Fashion and Style,Black and navy blue don't go well together.,False.
1021,Fashion and Style,You should avoid wearing denim on denim.,False.
1022,Fashion and Style,Fedora hats are outdated.,False.
1023,Fashion and Style,Mixing metals in jewelry is a fashion mistake.,False.
1024,Fashion and Style,You can't wear socks with sandals.,False.
1025,Fashion and Style,Only slim people can wear skinny jeans.,False.
1026,Fashion and Style,Scarves are only for cold weather.,False.
1027,Fashion and Style,One should never overdress for an occasion.,False.
1028,Fashion and Style,Your belt should always match your shoes.,True.
1029,Fashion and Style,You shouldn't wear white to a wedding.,False.
1030,Fashion and Style,You should always wear a bra with straps.,False.
1031,Fashion and Style,Diamonds are the only acceptable gemstone.,False.
1032,Fashion and Style,Puffer jackets are unflattering.,False.
1033,Fashion and Style,Only models and celebrities can pull off high fashion.,False.
1034,Fashion and Style,Fashion is only for women.,False.
1035,Fashion and Style,Sweatpants are only for casual wear.,False.
1036,Fashion and Style,Adidas and Nike can't be worn together.,False.
1037,Fashion and Style,Athleisure isn't fashionable.,False.
1038,Fashion and Style,You can't wear brown with black.,False.
1039,Fashion and Style,A necklace should always hang above or below the neckline of your clothing.,True.
1040,Fashion and Style,Men shouldn't wear pink.,False.
1041,Fashion and Style,You should never mix gold and silver jewelry.,False.
1042,Fashion and Style,Vertical stripes make you look taller.,True.
1043,Fashion and Style,You should always wear a tie with a suit.,False.
1044,Fashion and Style,You should never wear socks with open-toed shoes.,False.
1045,Fashion and Style,Wearing oversized clothing will make you look smaller.,False.
1046,Fashion and Style,Leggings aren't pants.,False.
1047,Fashion and Style,Camouflage print is versatile.,True.
1048,Fashion and Style,You can't wear black to a wedding.,False.
1049,Fashion and Style,Chokers are out of style.,False.
1050,Fashion and Style,Your watch should always match the metal of your jewelry.,True.
1051,Video Games,Video games are primarily played by children.,False
1052,Video Games,Video games always lead to violent behavior.,False
1053,Video Games,All video games require physical activity.,False
1054,Video Games,Video games have been proven to improve problem-solving skills.,True
1055,Video Games,Video games can be used as a therapeutic tool for mental health disorders.,True
1056,Video Games,Video games are a waste of time.,False
1057,Video Games,Video game addiction is a recognized psychological disorder.,True
1058,Video Games,Video games are only playable on home consoles.,False
1059,Video Games,Video games can improve hand-eye coordination.,True
1060,Video Games,All video games involve shooting or violence.,False
1061,Video Games,Video games can be used as an educational tool.,True
1062,Video Games,Video games cause people to become antisocial.,False
1063,Video Games,Video games are often created by solo developers.,False
1064,Video Games,All video games require high-speed internet.,False
1065,Video Games,Video game developers often prioritize graphics over gameplay.,False
1066,Video Games,Video games do not require literacy or language proficiency.,False
1067,Video Games,Video games can be used as a tool for cultural learning and appreciation.,True
1068,Video Games,Video games are a relatively new form of entertainment.,False
1069,Video Games,Video games typically involve playing alone.,False
1070,Video Games,Video games are not a competitive activity.,False
1071,Video Games,Video games can contribute positively to a person's social life.,True
1072,Video Games,Video games can serve as a source of income for players.,True
1073,Video Games,Video games are more popular among women than men.,False
1074,Video Games,Video games are only played on specialized gaming hardware.,False
1075,Video Games,Video games have no real-world applications.,False
1076,Video Games,All video games involve puzzle-solving elements.,False
1077,Video Games,Video games can be used to train military personnel.,True
1078,Video Games,Video games are only enjoyable for hardcore gamers.,False
1079,Video Games,Video games can improve a person's spatial awareness.,True
1080,Video Games,Video games have no impact on physical health.,False
1081,Video Games,Video games can be used to teach skills for future careers.,True
1082,Video Games,Video games cause players to have unrealistic expectations of real-life situations.,False
1083,Video Games,Video games can be enjoyed by people of all ages.,True
1084,Video Games,Video games do not encourage creativity.,False
1085,Video Games,Video games are a form of art.,True
1086,Video Games,Video game addiction primarily affects young adults.,False
1087,Video Games,Video games can improve a person's decision-making abilities.,True
1088,Video Games,People who play video games are more likely to have poor physical health.,False
1089,Video Games,Video games are always violent and aggressive.,False
1090,Video Games,Video games can be used to teach history.,True
1091,Video Games,Video games can help to relieve stress.,True
1092,Video Games,Video games are a solitary activity with no social benefits.,False
1093,Video Games,Video games are not a form of exercise.,False
1094,Video Games,Video games cannot be used to teach teamwork.,False
1095,Video Games,Video games are a waste of money.,False
1096,Video Games,Video games have no impact on a person's mental health.,False
1097,Video Games,Video games can be used as a form of therapy for physical injuries.,True
1098,Video Games,Video games are causing people to spend less time reading books.,True
1099,Video Games,People who play video games are less intelligent than those who do not.,False
1100,Video Games,Video games exclusively promote violent and aggressive behavior.,False
1101,Video Games,Video games have no educational value.,False
1102,Video Games,Video games can improve a person's reaction time.,True
1103,Travel and Tourism,"""True or False: You need a passport to travel domestically within your own country.""",False.
1104,Travel and Tourism,"""True or False: The term 'all-inclusive' means there are absolutely no additional costs for anything during a trip.""",False.
1105,Travel and Tourism,"""True or False: Visitors to the United States must apply for a visa no matter how long their intended stay.""",False.
1106,Travel and Tourism,"""True or False: The higher the price of a hotel, the better service you can expect to receive.""",False.
1107,Travel and Tourism,"""True or False: Airbnb is legal in all cities and countries around the world.""",False.
1108,Travel and Tourism,"""True or False: Travelers always get the best exchange rates when they exchange their money at the airport.""",False.
1109,Travel and Tourism,"""True or False: It is safe to drink tap water in all countries.""",False.
1110,Travel and Tourism,"""True or False: All flights offer free checked baggage.""",False.
1111,Travel and Tourism,"""True or False: Last-minute bookings are always cheaper than booking in advance.""",False.
1112,Travel and Tourism,"""True or False: Travelers cheques are still a commonly accepted form of payment for travel expenses.""",False.
1113,Travel and Tourism,"""True or False: Travel insurance is only necessary for international trips, not domestic ones.""",False.
1114,Travel and Tourism,"""True or False: Cruises are always all-inclusive.""",False.
1115,Travel and Tourism,"""True or False: Travelers can bring as much liquid as they want in their carry-on bags.""",False.
1116,Travel and Tourism,"""True or False: Free Wi-Fi is available in all hotels worldwide.""",False.
1117,Travel and Tourism,"""True or False: All countries have the same electrical outlets and voltage standards.""",False.
1118,Travel and Tourism,"""True or False: Travelers are not allowed to take photos in any museum or art gallery.""",False.
1119,Travel and Tourism,"""True or False: Hotels are required by law to offer a free breakfast to all guests.""",False.
1120,Travel and Tourism,"""True or False: Cruise ships can only dock in countries where English is the official language.""",False.
1121,Travel and Tourism,"""True or False: It is safe to eat street food in any country.""",False.
1122,Travel and Tourism,"""True or False: All hotels offer a 24-hour front desk service.""",False.
1123,Travel and Tourism,"""True or False: Domestic airlines require the same level of security screening as international airlines.""",True.
1124,Travel and Tourism,"""True or False: Hotels are legally required to provide shuttle service to and from the airport.""",False.
1125,Travel and Tourism,"""True or False: Travelers only need to purchase travel insurance if they are participating in high-risk activities such as rock climbing or bungee jumping.""",False.
1126,Travel and Tourism,"""True or False: All tourist attractions offer free admission to children under 12.""",False.
1127,Travel and Tourism,"""True or False: It is always cheaper to book a hotel directly through their website than through a third-party booking site.""",False.
1128,Travel and Tourism,"""True or False: Solo travelers are required to pay a single supplement fee when booking a hotel room.""",True.
1129,Travel and Tourism,"""True or False: All countries require their visitors to have certain vaccinations before entry.""",False.
1130,Travel and Tourism,"""True or False: It is safe to wear revealing clothing in any country.""",False.
1131,Travel and Tourism,"""True or False: Booking two one-way tickets is always cheaper than booking a round-trip ticket.""",False.
1132,Travel and Tourism,"""True or False: Travelers can bring home any type of souvenirs without worrying about customs regulations.""",False.
1133,Travel and Tourism,"""True or False: Hotels are required to provide their guests with a daily cleaning service.""",False.
1134,Travel and Tourism,"""True or False: All-inclusive resorts never have any hidden fees or charges.""",False.
1135,Travel and Tourism,"""True or False: Travelers can easily exchange their money at any bank around the world.""",False.
1136,Travel and Tourism,"""True or False: Tourist visas are always easy to obtain and quickly processed.""",False.
1137,Travel and Tourism,"""True or False: It is acceptable to haggle for prices in any country.""",False.
1138,Travel and Tourism,"""True or False: Free public transportation is available in all major cities worldwide.""",False.
1139,Travel and Tourism,"""True or False: It is safe to leave valuables in hotel room safes.""",True.
1140,Travel and Tourism,"""True or False: The value of frequent flyer miles is always the same across all airlines.""",False.
1141,Travel and Tourism,"""True or False: All countries require their visitors to pay an entry or exit fee.""",False.
1142,Travel and Tourism,"""True or False: Travelers are allowed to bring pets on any flight.""",False.
1143,Travel and Tourism,"""True or False: Summer is always the busiest tourist season worldwide.""",False.
1144,Travel and Tourism,"""True or False: Renting a car in a foreign country is always cheaper than taking taxis or public transportation.""",False.
1145,Travel and Tourism,"""True or False: It is safe to leave luggage unattended at airports.""",False.
1146,Travel and Tourism,"""True or False: All hotels offer room service 24 hours a day.""",False.
1147,Travel and Tourism,"""True or False: Travelers can bring any type of medication into any country without any legal issues.""",False.
1148,Travel and Tourism,"""True or False: It is always safe to drink alcohol in any country.""",False.
1149,Travel and Tourism,"""True or False: All tourist attractions allow visitors to take photos.""",False.
1150,Travel and Tourism,"""True or False: It is cheaper to use a credit card for purchases overseas than to exchange money at a currency exchange.""",False.
1151,Language and Literature,Literature is only written by famous authors.,False.
1152,Language and Literature,Every language has a universal grammatical structure.,False.
1153,Language and Literature,Bilingualism hinders cognitive development.,False.
1154,Language and Literature,The meaning of a word is the same in every language.,False.
1155,Language and Literature,Vocabulary is the most important aspect of language.,False.
1156,Language and Literature,All languages have the same number of words.,False.
1157,Language and Literature,English is the most widely spoken language in the world.,False.
1158,Language and Literature,Textbooks are the best source of literature to study.,False.
1159,Language and Literature,Language and dialect are interchangeable terms.,False.
1160,Language and Literature,Reading is a passive activity.,False.
1161,Language and Literature,Language is solely a means of communication.,False.
1162,Language and Literature,The author’s intent is the only interpretation of a literary work.,False.
1163,Language and Literature,All literary works have a clear-cut moral message.,False.
1164,Language and Literature,Poetry only has to rhyme.,False.
1165,Language and Literature,Children learn to speak by watching television.,False.
1166,Language and Literature,Language is a fixed entity that does not change over time.,False.
1167,Language and Literature,"The more languages you speak, the easier it is to learn another.",True.
1168,Language and Literature,The same literary works have the same meaning across all cultures.,False.
1169,Language and Literature,Excessive use of slang is detrimental to effective communication.,False.
1170,Language and Literature,Literary devices have no place in non-fiction works.,False.
1171,Language and Literature,Censorship is always detrimental to literature and language.,True.
1172,Language and Literature,Dictionaries provide the definitive meanings of words.,False.
1173,Language and Literature,Language proficiency is dependent on age.,False.
1174,Language and Literature,Language reflects the culture of the people who speak it.,True.
1175,Language and Literature,All non-native speakers have a noticeable accent.,False.
1176,Language and Literature,Language can be used to influence the way people think.,True.
1177,Language and Literature,Reading fosters empathy and emotional intelligence.,True.
1178,Language and Literature,Literature is solely for entertainment purposes.,False.
1179,Language and Literature,The primary purpose of language is to convey information.,False.
1180,Language and Literature,Well-written works can be understood by anyone at any level.,False.
1181,Language and Literature,The written word is superior to the spoken word.,False.
1182,Language and Literature,Shakespeare is the most widely read author in the world.,False.
1183,Language and Literature,Language can act as a barrier to effective communication.,True.
1184,Language and Literature,Literature has no relevance outside of the time it was written.,False.
1185,Language and Literature,Fiction is always based on real events.,False.
1186,Language and Literature,Every person uses language in the same way.,False.
1187,Language and Literature,There is only one correct interpretation of a literary work.,False.
1188,Language and Literature,Language has no intrinsic value beyond its practical application.,False.
1189,Language and Literature,The use of proper grammar is important for effective communication.,True.
1190,Language and Literature,Children learn language through imitation.,True.
1191,Language and Literature,Language can accurately convey the complexity of human experience.,True.
1192,Language and Literature,Literature is only meant for adults.,False.
1193,Language and Literature,Everyone has their own unique writing style.,True.
1194,Language and Literature,The use of foreign words in English is detrimental to the language.,False.
1195,Language and Literature,Reading and writing ability are mutually exclusive.,False.
1196,Language and Literature,The use of non-standard English is always wrong.,False.
1197,Language and Literature,Literature should only be studied if the author is well-known.,False.
1198,Language and Literature,Language can be used to represent diverse perspectives and experiences.,True.
1199,Language and Literature,Literature is only valuable if it reflects the values of the reader.,False.
