,Question,Correct
760,We should waste water.,False
761,Pollution is good for animals.,False
762,Trees are bad for the environment.,False
763,The sun is out all the time.,False
764,We can use as much energy as we want.,False
765,We can litter everywhere.,False
766,The wind can’t be used to make energy.,False
767,Cars do not need gas to run.,False
768,We should always leave the lights on.,False
769,Water comes from space.,False
770,We have over 100 seasons in a year.,False
771,We should never use reusable bags.,False
772,We never need to shower.,False
773,Solar panels are a type of weapon.,False
774,It’s okay to use as much water as we want.,False
775,We should always throw away our garbage in random places.,False
776,We can’t plant flowers to help the bees.,False
777,Rivers are not sources of water for drinking.,False
778,We should always drive cars that have flat tires.,False
779,We can leave the water running when we brush our teeth.,False
780,We don't have any  trees in the world.,False
781,We should never go outside.,False
782,We shouldn't use bicycles.,False
783,The sun is a star.,True
784,The moon is a planet.,False
785,The closest planet to Earth is Venus.,True
786,The Earth is round.,True
787,A shooting star is actually a star exploding.,False
788,The planet Mars is known as the Red Planet.,True
789,Astronauts wear spacesuits to protect themselves from radiation.,True
790,There is no gravity in space.,False
791,The Earth rotates on its axis.,True
792,The planet Mercury is the largest planet in our solar system.,False
793,The asteroid belt is located between Mars and Jupiter.,True
794,The planet Jupiter has rings around it.,True
795,The International Space Station is a building on the Moon.,False
796,Stars are much farther away from Earth than the sun.,True
797,An eclipse happens when the moon passes between the Earth and the sun.,True
798,There is no air in space.,True
799,The planet Uranus has a ring around it.,True
800,The first human to walk on the moon was Neil Armstrong.,True
801,The planet Saturn is known for its visible and distinct rings.,True
802,A comet is made mostly of ice.,True
803,The planet Neptune is the hottest planet in our solar system.,False
804,The Earth is the third planet from the sun.,True
805,A rocket is the vehicle used to travel to space.,True
806,The center of our solar system is the Earth.,False
807,Scientists use telescopes to study outer space.,True
808,A meteor is a small piece of rock that enters the Earth's atmosphere.,True
809,The Big Dipper is a constellation.,True
810,The planet Venus is the farthest planet from the sun.,False
811,A black hole is a star that has died.,False
812,"The term ""astrology"" refers to the study of planets and stars.",False
813,The planet Pluto is considered a planet.,False
814,The Earth takes 365 days to orbit around the sun.,True
815,The universe is infinite.,False
816,There is no water on any other planet in our solar system.,False
817,The sun is the largest object in our solar system.,True
818,A rocket needs oxygen to operate in space.,False
819,The stars we see in the night sky are all in our solar system.,False
820,There are eight planets in our solar system.,True
821,The planet Mars has two moons.,True
822,The sun is a planet.,False
823,The Hubble telescope is used to observe outer space.,True
824,The planet Saturn has the most moons of any planet in our solar system.,False
825,The planet Jupiter is the largest planet in our solar system.,True
826,The planet Neptune is blue due to its methane atmosphere.,True
827,The Milky Way is the only galaxy in the universe.,False
828,The earth is closest to the sun in winter.,False
829,The planet Mercury is named after the ancient Roman goddess of love.,False
830,"The northern lights, also known as aurora borealis, can only be seen from the North Pole.",False
831,The asteroid that caused the extinction of the dinosaurs hit the earth approximately 66 million years ago.,True
832,The planet Venus is named after the ancient Roman goddess of love and beauty.,True
833,Shirts are a type of clothing.,True
834,Shoes are worn on your feet.,True
835,Hats are something you can wear on your head.,True
836,Dresses are clothes for girls.,True
837,Sweatpants are clothes you can wear at home.,True
838,People wear sunglasses to protect their eyes from the sun.,True
839,You can wear a scarf around your neck.,True
840,"People can wear jewelry, like necklaces and bracelets, to make themselves look pretty.",True
841,"There are different colors of clothes, like red, blue, green, and yellow.",True
842,People wear sneakers to play sports or running.,True
843,People wear swimsuits when they go swimming.,True
844,People can wear jackets to stay warm when it's cold outside.,True
845,Little girls often wear bows or headbands to hold their hair back.,True
846,"When it is hot outside, people can wear shorts.",True
847,Blazers are a type of jacket.,True
848,People can wear boots when it's snowy.,True
849,You can wear a belt to hold up your pants.,True
850,Boots go on your feet.,True
851,Women often wear skirts.,True
852,Clothes come in different sizes.,True
853,People wear gloves when it's cold outside.,True
854,Baseball caps can be worn forwards or backwards.,True
855,Ballet flats are a type of shoe for girls.,True
856,"Women often wear earrings, like studs or hoops.",True
857,People wear scarfs on their feet.,False
858,You can wear a winter coat when it is very hot outside.,False
859,A hat is worn on your feet.,False
860,People wear flip-flops when they go for a hike.,False
861,You often wear swimsuits to work.,False
862,Tuxedos are a type of casual clothing.,False
863,People wear mittens when they want to keep cool.,False
864,A basketball jersey is something you wear on your head.,False
865,People wear ballet flats to play soccer.,False
866,A scarf is worn on your wrist.,False
867,Cowboy boots are a type of baby shoe.,False
868,People wear their pajamas when they go to school.,False
869,Dress shoes are what you wear when you go running.,False
870,You wear your raincoat when it's not raining outside.,False
871,You wear beach sandals to church.,False
872,Your winter hat goes on your hands.,False
873,Your swimsuit is something you wear to sleep.,False
874,People wear a suit and tie to the beach.,False
875,People wear sandals in the snow.,False
876,You wear a necklace on your feet.,False
877,You wear gloves on your ears.,False
878,Flip-flops are a type of hat.,False
879,You wear high heels when you go running.,False
880,People wear their backpacks on their feet.,False
881,Your shirt is something you wear on your hands.,False
882,Video games are a type of entertainment.,True
883,You can play video games on a computer.,True
884,People can play video games on their phones.,True
885,You can play video games with other people.,True
886,Video games can have levels that get harder as you play.,True
887,Some video games have characters that you can control.,True
888,Video games can have sound effects and music.,True
889,You need a power source to play video games.,True
890,Video games can have a storyline or plot.,True
891,Some video games are based on real sports.,True
892,Video games can have fictional characters.,True
893,Some video games are designed to teach you things.,True
894,"Video games can be played on consoles, such as a PlayStation or Xbox.",True
895,People can play video games on a handheld device like a Nintendo Switch.,True
896,"Video games can have different genres, like action or adventure.",True
897,Video games can have graphics that look almost real.,True
898,Some video games are made to be played by more than one person at the same time.,True
899,Some video games are made to be played by one person at a time.,True
900,You can pause a video game if you need to stop playing for a little while.,True
901,Some video games let you make choices that change the story or gameplay.,True
902,Video games can be played on a television screen.,True
903,Some video games are based on movies or TV shows.,True
904,"Some video games are rated for certain ages, like E for Everyone or T for Teen.",True
905,"Video games can have downloadable content, like new levels or characters.",True
906,People can make a career out of playing video games.,True
907,Video games are only for adults to play.,False
908,Video games are not a kind of technology.,False
909,You can't play video games with other people who are not in the same room as you.,False
910,Video games are always very easy to beat.,False
911,All video games are violent.,False
912,Video games can't be played on a tablet.,False
913,There is only one type of video game.,False
914,Video games can't have codes to unlock new features.,False
915,You need a special machine to play video games.,False
916,You can't control what happens to the characters in a video game.,False
917,Video games never have puzzles or challenges to solve.,False
918,All video games are made for boys to play.,False
919,You can't turn off the sound in a video game if it's too loud.,False
920,Video games can't be played outdoors.,False
921,You can only play video games on a TV.,False
922,All video games cost a lot of money to buy.,False
923,Video games can't have any educational value.,False
924,All video games are exactly the same.,False
925,You can't play video games at school.,False
926,Video games are only for people who are really good at them.,False
927,Video games never require you to use strategy.,False
928,Video games can't teach you anything about other cultures or languages.,False
929,People can't make friends by playing video games online.,False
930,You can't take breaks from playing video games if you need to.,False
931,"Video games can't have sequels, like a second or third version of the game.",False
932,People can travel to different countries to learn about other cultures.,True
933,Planes are a common way to travel long distances.,True
934,A hotel is a place where people can stay overnight while they travel.,True
935,People can visit famous landmarks and monuments when they travel.,True
936,Passports are necessary for international travel.,True
937,Traveling to different places can be a fun and exciting experience.,True
938,People can take pictures to remember their travels.,True
939,People can travel by train to other cities.,True
940,Traveling can help people learn about different foods.,True
941,"When people travel, they can buy souvenirs to remember their trip.",True
942,People can learn new languages when they travel to different countries.,True
943,Traveling can be a good way to relax and take a break from everyday life.,True
944,People can go on cruises to see different parts of the world.,True
945,Some people like to go camping when they travel.,True
946,People can go surfing or swimming at the beach when they travel.,True
947,Some people travel to visit family and friends who live far away.,True
948,People can use maps to find their way around new places.,True
949,"When people travel, they can try different types of transportation like bicycles or boats.",True
950,The tourism industry can provide jobs and help local economies.,True
951,Some cities have tourist attractions like amusement parks or zoos.,True
952,People can take guided tours to explore new places.,True
953,Some people like to go hiking when they travel to see beautiful nature.,True
954,People can use public transportation like buses or subways when they travel.,True
955,People can visit museums or art galleries when they travel.,True
956,Everyone in the world travels the same way.,False
957,It's always easy to travel to different countries.,False
958,Hotels are only for rich people to stay in.,False
959,Traveling is always boring and not fun.,False
960,People never get lost when they travel.,False
961,Souvenirs are not important to remember a trip.,False
962,Planes are the only way to travel long distances.,False
963,There's nothing to learn about different cultures when traveling.,False
964,It's always dangerous to travel to new places.,False
965,People can't learn new things when they travel.,False
966,There's no point in taking pictures when traveling.,False
967,People can't relax when they travel.,False
968,Traveling doesn't help local economies.,False
969,There's never anything to do when visiting new cities.,False
970,Traveling doesn't provide any benefits for people.,False
971,There's only one way to explore nature when traveling.,False
972,All transportation is the same while traveling.,False
973,It's impossible to visit famous landmarks when traveling.,False
974,There's only one type of food to eat when traveling.,False
975,The tourism industry doesn't create jobs.,False
976,Guided tours are always boring and not helpful.,False
977,Beaches are not places to have fun while traveling.,False
978,Traveling doesn't help people break out of their routine.,False
979,There's no point in using a map when traveling.,False
980,People can't make new friends when traveling.,False
981,Books have words in them.,True
982,Letters make up words.,True
983,We can use words to write sentences.,True
984,Reading is when we look at words and understand what they mean.,True
985,Writing is when we make letters and words with a pen or pencil.,True
986,Stories can be true or not true.,True
987,People can write stories about animals and magical creatures.,True
988,Poems are a type of writing that rhymes.,True
989,Fairy tales are stories about magic and make-believe.,True
990,We can learn new words when we read books.,True
991,We can learn new things when we read books.,True
992,We can use words to talk to our friends and family.,True
993,We use our eyes to see words on paper.,True
994,"We use our ears to listen to stories, songs and poems.",True
995,We can use words to describe our feelings.,True
996,We can use words to describe what we see around us.,True
997,Alphabets are a group of letters.,True
998,A calendar has 12 months in a year.,True
999,Rhyming words sound alike.,True
1000,A dictionary is a book that tells you what words mean.,True
1001,Some books have pictures in them.,True
1002,You can read a book by yourself or with someone else.,True
1003,Stories can have a happy or sad ending.,True
1004,We can use words to ask questions and get answers.,True
1005,Words are too hard for us to learn.,False
1006,Writing is when we speak to someone.,False
1007,Only adults can read books.,False
1008,We don't learn anything from reading books.,False
1009,There is only one way to read a story.,False
1010,We cannot use words to talk about different colors.,False
1011,There is only one type of book.,False
1012,A dictionary only tells you what pictures mean.,False
1013,Only teachers can write stories.,False
1014,You can't learn new words from poems.,False
1015,You can use words to describe how you feel.,False
1016,Stories can only be about things that really happened.,False
1017,Rhyming words don't sound alike.,False
1018,Writing is only done with a pen.,False
1019,We cannot use words to talk about what we hear.,False
1020,There are only 3 letters in the alphabet.,False
1021,There are only 6 months in a year.,False
1022,A story can only have one type of ending.,False
1023,You cannot use words to ask questions.,False
1024,Books are only for school.,False
1025,We cannot learn new things from books.,False
1026,Only boys can enjoy books about trucks and dinosaurs.,False
1027,You have to pay to read a book.,False
1028,Rhyming words sound the same.,False
1029,We cannot use words to describe our dreams.,False
1030,God is real.,True.
1031,Allah is a Hindu god.,False.
1032,We pray in a church.,True.
1033,Holy books are written in different languages.,True.
1034,We can see and touch God.,False.
1035,Religion is something we believe in.,True.
1036,Praying means talking to God.,True.
1037,The Bible is the holy book for Christians.,True.
1038,We celebrate Christmas in December.,True.
1039,Different religions have different gods.,True.
1040,We can go to heaven or hell after death.,True.
1041,The Pope is the religious leader of Islam.,False.
1042,The Torah is the holy book of Muslims.,False.
1043,Buddha is a Hindu god.,False.
1044,We can feel peaceful when we meditate.,True.
1045,Different religions have different beliefs.,True.
1046,The Dalai Lama is a spiritual leader.,True.
1047,The Quran is the holy book of Muslims.,True.
1048,People go to church to worship.,True.
1049,The Star of David is a symbol for Christianity.,False.
1050,Reincarnation means being born again after death.,True.
1051,We can see angels.,False.
1052,We can learn good moral values from religious stories.,True.
1053,We should respect other people's religious beliefs.,True.
1054,Religion can bring comfort to people.,True.
1055,We should force people to believe in our religion.,False.
1056,Spirits and ghosts are real.,False.
1057,Karma means good things happen to good people.,True.
1058,Yoga is a type of exercise.,True.
1059,Atheists believe in God.,False.
1060,We should pray for other people.,True.
1061,Ghosts can possess people.,False.
1062,Meditation can calm our minds.,True.
1063,People can be good without being religious.,True.
1064,We should judge people based on their religion.,False.
1065,People can believe in a higher power without following a specific religion.,True.
1066,God exists in all religions.,True.
1067,We should be afraid of God.,False.
1068,Religion can help people understand the world.,True.
1069,We should only be friends with people who have the same religion as us.,False.
1070,We should wear specific clothing while practicing our religion.,False.
1071,There is only one true religion.,False.
1072,Buddha was a real person.,True.
1073,Vishnu is a Muslim god.,False.
1074,We should force other people to follow our religious rules.,False.
1075,Different cultures have different beliefs about spirituality.,True.
1076,We should pray before eating.,True.
1077,"We should be kind to all people, regardless of their religion.",True.
1078,Julia Roberts is an actress.,True
1079,Albert Einstein was a famous scientist.,True
1080,Beyoncé is a singer.,True
1081,Walt Disney is known for creating Mickey Mouse.,True
1082,The White House is where the President of the United States lives.,True
1083,Amelia Earhart was a female pilot.,True
1084,Michael Jordan is a retired basketball player.,True
1085,Taylor Swift sings country and pop music.,True
1086,Oprah Winfrey is a TV show host.,True
1087,Jane Goodall is known for studying chimpanzees.,True
1088,Neil Armstrong was the first person to walk on the moon.,True
1089,Dr. Seuss wrote children's books.,True
1090,Martin Luther King Jr. was a civil rights leader.,True
1091,Christopher Columbus was an explorer.,True
1092,Elvis Presley was a singer and actor.,True
1093,Tiger Woods is a professional golfer.,True
1094,Mother Teresa worked with the poor and sick.,True
1095,Usain Bolt is an Olympic sprinter.,True
1096,Queen Elizabeth II is the current monarch of the United Kingdom.,True
1097,Thomas Edison invented the lightbulb.,True
1098,Rosa Parks refused to give up her seat on a bus.,True
1099,Albert Schweitzer was a doctor and musician.,True
1100,Marie Curie was a physicist and chemist.,True
1101,Leonardo da Vinci was an artist and inventor.,True
1102,Beyoncé is a professional basketball player.,False
1103,Dora the Explorer is a real person.,False
1104,Santa Claus is a real person.,False
1105,SpongeBob SquarePants is a real person.,False
1106,Harry Potter is a real person.,False
1107,The tooth fairy is a real person.,False
1108,Spider-Man is a real person.,False
1109,Batman is a real person.,False
1110,The Easter Bunny is a real person.,False
1111,Superman is a real person.,False
1112,The Grinch is a real person.,False
1113,Shrek is a real person.,False
1114,Rapunzel is a real person.,False
1115,King Kong is a real person.,False
1116,The Cheshire Cat is a real person.,False
1117,Bugs Bunny is a real person.,False
1118,The Incredible Hulk is a real person.,False
1119,The Little Mermaid is a real person.,False
1120,The Big Bad Wolf is a real person.,False
1121,Hello Kitty is a real person.,False
1122,The Prince from Sleeping Beauty is a real person.,False
1123,The Loch Ness Monster is a real animal.,False
1124,Unicorns are real animals.,False
1125,Dragons are real animals.,False
1126,Aliens have already visited Earth.,False
1127,People celebrate different cultural events and festivals throughout the year.,True
1128,Diwali is a festival celebrated in India.,True
1129,Christmas is a festival celebrated in the month of December.,True
1130,St. Patrick's Day is celebrated in Ireland.,True
1131,Children wear costumes and go trick-or-treating on Halloween.,True
1132,The Chinese New Year is celebrated in January or February.,True
1133,The Day of the Dead is a Mexican holiday.,True
1134,The Mid-Autumn Festival is celebrated in China.,True
1135,Eid al-Fitr is a Muslim holiday.,True
1136,Holi is a festival celebrated in India.,True
1137,People often wear green on St. Patrick's Day.,True
1138,The Lantern Festival marks the end of the Chinese New Year celebration.,True
1139,People light candles on Diwali.,True
1140,The Fourth of July is a holiday celebrated in America.,True
1141,The Cherry Blossom Festival is celebrated in Japan.,True
1142,The Festival of Lights is a Jewish holiday.,True
1143,People exchange gifts during Christmas.,True
1144,The Mardi Gras celebration is held in New Orleans.,True
1145,Eid al-Adha is a Muslim holiday celebrated in honor of Abraham.,True
1146,The Carnival celebration is held before the Christian season of Lent.,True
1147,The Hanukkah celebration lasts for eight days.,True
1148,People light fireworks on the Fourth of July.,True
1149,The Oktoberfest celebration is from Germany.,True
1150,The Kwanzaa celebration is an African-American holiday.,True
1151,There are no different cultural events or festivals.,False
1152,Christmas is a festival celebrated in the month of September.,False
1153,Halloween is a festival celebrated in the month of February.,False
1154,The Chinese New Year is celebrated in the month of May.,False
1155,Children do not wear costumes and go trick-or-treating on Halloween.,False
1156,The Day of the Dead is a Canadian holiday.,False
1157,The Mid-Autumn Festival is celebrated in Africa.,False
1158,Eid al-Fitr is a Christian holiday.,False
1159,Holi is a festival celebrated in Japan.,False
1160,People often wear red on St. Patrick's Day.,False
1161,The Lantern Festival marks the beginning of the Chinese New Year celebration.,False
1162,People light firecrackers on Diwali.,False
1163,The Fourth of July is a holiday celebrated in England.,False
1164,The Cherry Blossom Festival is celebrated in China.,False
1165,The Festival of Lights is a Hindu holiday.,False
1166,People do not exchange gifts during Christmas.,False
1167,The Mardi Gras celebration is held in New York City.,False
1168,Eid al-Adha is a Hindu holiday celebrated in honor of Vishnu.,False
1169,The Carnival celebration is held after the Christian season of Lent.,False
1170,The Hanukkah celebration lasts for ten days.,False
1171,People light candles on the Fourth of July.,False
1172,The Oktoberfest celebration is from France.,False
1173,The Kwanzaa celebration is a Mexican holiday.,False
1174,Cars have four wheels.,True
1175,We can drive a car on the sidewalk.,False
1176,Cars need gasoline or electricity to run.,True
1177,A car can drive on water like a boat.,False
1178,"Cars can drive on roads, but not on walls.",True
1179,A car can go faster than a bicycle.,True
1180,A car is a type of vehicle.,True
1181,A car can fly like an airplane.,False
1182,Cars have steering wheels to turn.,True
1183,We can drive a car without a license.,False
1184,"Cars can have different colors like red, blue, or green.",True
1185,A car is a type of animal.,False
1186,Cars can have special features like air conditioning or a radio.,True
1187,We can drive a car backwards just like forwards.,True
1188,Cars can be very big or very small.,True
1189,We can drive a car on the ceiling like a spider.,False
1190,Cars can be expensive or cheap.,True
1191,A car is a type of fruit.,False
1192,We can drive a car without wheels.,False
1193,Cars can have different shapes like a square or a triangle.,False
1194,Cars can have doors to get in and out.,True
1195,A car is a type of food.,False
1196,A car can go up a mountain or hill.,True
1197,We can drive a car through a wall like a ghost.,False
1198,Cars have one wheel.,False
1199,We can put gasoline in our bodies to run like a car.,False
1200,Cars can drive on clouds like a magic carpet.,False
1201,A car can jump over a mountain like a superhero.,False
1202,We can drive a car without using our hands or feet.,False
1203,Cars have wings like a bird.,False
1204,A car is made out of candy.,False
1205,We can drive a car without any windows or doors.,False
1206,Cars can drive on the moon.,False
1207,A car can talk like a person.,False
1208,We can drive a car without any seatbelts.,False
1209,Cars can be made out of water.,False
1210,A car can fly without any help from an airplane.,False
1211,We can drive a car without a steering wheel.,False
1212,Cars can drive underwater.,False
1213,A car is made out of clouds.,False
1214,We can drive a car without any wheels.,False
1215,Cars can have no doors to get in and out.,False
1216,A car can be made out of wood.,False
1217,Cars can drive upside down on the roof.,False
1218,We can drive a car without brakes.,False
1219,A car can be made out of rocks.,False
1220,Cars can have no windows.,False
1221,We can drive a car without an engine.,False
1222,A car can be as tall as a skyscraper.,False
1223,A camera takes pictures.,True
1224,A photo is a printed picture.,True
1225,A camera needs light to take a picture.,True
1226,A photo can be black and white or color.,True
1227,A photo can be taken indoors or outdoors.,True
1228,A photo can be of people or things.,True
1229,A camera can zoom in on things far away.,True
1230,Cameras can be small or large.,True
1231,A photographer takes pictures.,True
1232,A flash helps take pictures in the dark.,True
1233,A photo can be hung on a wall.,True
1234,A photo can be put in a photo album.,True
1235,A camera can take videos too.,True
1236,A camera can have a screen on the back to see the picture.,True
1237,A camera can be digital or film.,True
1238,A tripod helps keep the camera steady.,True
1239,Film cameras need their film developed before seeing the pictures.,True
1240,A lens is an important part of a camera.,True
1241,Focusing makes sure the picture isn't blurry.,True
1242,A camera strap helps carry the camera.,True
1243,A camera bag helps protect the camera.,True
1244,Shutter speed helps control how long light comes into the camera.,True
1245,A memory card stores pictures in a digital camera.,True
1246,A viewfinder helps you see what the camera is pointing at.,True
1247,A camera can fly.,False
1248,A photo can be eaten.,False
1249,A camera works without batteries.,False
1250,A photo can talk.,False
1251,A camera can swim in the water.,False
1252,A photo can dance.,False
1253,A camera can be ridden like a horse.,False
1254,A photo can smell like flowers.,False
1255,A camera can teleport you to a different place.,False
1256,A photo can make you jump high.,False
1257,A camera can make ice cream.,False
1258,A photo can be a spaceship.,False
1259,A camera can be worn as a hat.,False
1260,A photo can make you invisible.,False
1261,A camera can cook food.,False
1262,A photo can make it rain.,False
1263,A camera can turn into a bird.,False
1264,A photo can grow into a tree.,False
1265,A camera can make you fly like a superhero.,False
1266,A photo can make you float in the air.,False
1267,A camera can be used as a hammer.,False
1268,A photo can be used as a pillow.,False
1269,A camera can make your wishes come true.,False
1270,A photo can be invisible.,False
1271,A camera can make you run faster than a cheetah.,False
1272,Buildings have different shapes and sizes.,True
1273,People design buildings.,True
1274,Buildings can have doors and windows.,True
1275,Buildings are where people can live and work.,True
1276,Buildings can have multiple floors.,True
1277,"People use materials like wood, cement, and bricks to build buildings.",True
1278,Architects are people who design buildings.,True
1279,Buildings can be made in different styles like modern and traditional.,True
1280,Buildings can be built in different parts of the world.,True
1281,Some buildings have unique designs like the Eiffel Tower in France.,True
1282,People use cranes and other machines to build tall buildings.,True
1283,Some buildings can be very old and have a lot of history.,True
1284,Some buildings are made to look like animals or objects.,True
1285,Skyscrapers are tall buildings with many floors.,True
1286,People can go inside buildings to visit or do things.,True
1287,Bridges are also types of architecture.,True
1288,There are different types of buildings like houses and factories.,True
1289,Church buildings are used for religious services.,True
1290,Not all buildings have flat roofs.,True
1291,Skylights are sometimes used in buildings to let natural light in.,True
1292,The Great Wall of China is a famous architectural landmark.,True
1293,Zigzag roofs are used in some buildings to prevent snow from building up.,True
1294,Some buildings have gardens or other greenery on their roofs.,True
1295,People can study architecture in school to become architects.,True
1296,Bridges are not types of architecture.,False
1297,Buildings only have one shape and size.,False
1298,Buildings are made without any plan or design.,False
1299,People don't use materials to build buildings.,False
1300,Architects don't design buildings.,False
1301,Buildings can only be made in one style.,False
1302,All buildings look the same.,False
1303,Tall buildings can be built without machines.,False
1304,Buildings can't be built in different parts of the world.,False
1305,Buildings are just for decoration and can't be used.,False
1306,Some buildings can't be very old and have a lot of history.,False
1307,Buildings can't be shaped like animals or objects.,False
1308,Skyscrapers are not tall buildings with many floors.,False
1309,People can't go inside buildings to visit or do things.,False
1310,Houses and factories are not types of buildings.,False
1311,Church buildings are not used for religious services.,False
1312,All buildings have flat roofs.,False
1313,Skylights are never used in buildings to let natural light in.,False
1314,The Great Wall of China is not a famous architectural landmark.,False
1315,Zigzag roofs are never used in some buildings to prevent snow from building up.,False
1316,Some buildings don't have gardens or other greenery on their roofs.,False
1317,People cannot study architecture in school to become architects.,False
1318,Buildings can't be built with different colors and patterns.,False
1319,There is only one type of material used to build buildings.,False
1320,Apples are a healthy snack.,True
1321,Washing your hands can keep germs away.,True
1322,Medicine can help you feel better when you're sick.,True
1323,Vitamins can help you grow strong.,True
1324,Going to the dentist can keep your teeth healthy.,True
1325,Drinking water is good for you.,True
1326,Eating a balanced diet is important.,True
1327,Exercise is good for your body.,True
1328,Sleep is important for our bodies to rest and grow.,True
1329,Wearing sunscreen protects our skin from the sun's rays.,True
1330,Seeing a doctor can help you get better when you're sick.,True
1331,Vegetables are good for your body.,True
1332,Taking deep breaths can help you relax.,True
1333,Staying away from sick people can help keep you healthy.,True
1334,Hygiene is important for staying healthy.,True
1335,Using a tissue when you sneeze keeps germs from spreading.,True
1336,Drinking milk helps your bones grow strong.,True
1337,Fruits are good for your body.,True
1338,Climbing stairs is a form of exercise.,True
1339,Laughter is good for you.,True
1340,Brushing your hair keeps it healthy.,True
1341,Exercise can make you feel happy.,True
1342,Bacteria can make you sick.,True
1343,Eating too much candy can be bad for your teeth.,True
1344,Medicine can cure every illness.,False
1345,Eating lots of candy is healthy.,False
1346,Going outside without sunscreen is good for your skin.,False
1347,It's okay to share toothbrushes with your friends.,False
1348,Eating only pizza will make you healthy.,False
1349,Not getting enough sleep is good for you.,False
1350,Drinking soda everyday is good for your body.,False
1351,Licking someone's open wound is a good idea.,False
1352,Eating dirt is good for you.,False
1353,Smoking cigarettes is healthy for your lungs.,False
1354,It's okay to drink medicine that's not for you.,False
1355,Never washing your hands is okay.,False
1356,Eating only cake and ice cream is good for your body.,False
1357,Playing in the garbage is good for your health.,False
1358,Coughing without covering your mouth is good for others.,False
1359,Drinking dirty water is good for your body.,False
1360,Never washing your hair is good for it.,False
1361,Sleeping for only one hour is good for you.,False
1362,Eating plastic is good for your body.,False
1363,Only eating candy and never brushing your teeth is good for your oral health.,False
1364,Falling asleep while walking is a healthy habit.,False
1365,Running with scissors is safe.,False
1366,It's okay to pick your nose in front of others.,False
1367,Touching a hot stove is good for your hands.,False
1368,Jumping off tall buildings is safe.,False
1369,Psychology is the study of the human mind and behavior.,True
1370,Emotions are an important part of psychology.,True
1371,People have different personalities.,True
1372,We dream when we sleep.,True
1373,Our brain helps us to learn and remember things.,True
1374,People behave differently in different situations.,True
1375,We feel happy when we do things that we enjoy.,True
1376,It is normal to feel sad sometimes.,True
1377,We can control our breathing.,True
1378,Our senses help us to understand the world around us.,True
1379,People can change their behavior if they want to.,True
1380,We learn from our mistakes.,True
1381,Some people are shy while others are outgoing.,True
1382,It is important to be kind to others.,True
1383,We can use our imagination to create stories and games.,True
1384,We communicate with others through words and body language.,True
1385,Our personalities can change as we grow and learn.,True
1386,We feel fear when we are in danger.,True
1387,Our brains need rest and sleep to function well.,True
1388,Animals also have their own psychology.,True
1389,People can have different feelings at the same time.,True
1390,People have different likes and dislikes.,True
1391,We feel proud when we accomplish something.,True
1392,We can make choices that affect our lives.,True
1393,Psychology is about studying plants.,False
1394,Emotions are not important for mental health.,False
1395,Everyone has the same personality.,False
1396,We don’t dream when we sleep.,False
1397,Our brain has nothing to do with learning and memory.,False
1398,People behave the same way in all situations.,False
1399,We don’t feel happy when we do things that we enjoy.,False
1400,People should never feel sad.,False
1401,We cannot control our breathing.,False
1402,Our senses do not help us to understand the world around us.,False
1403,People can never change their behavior.,False
1404,We learn nothing from our mistakes.,False
1405,Everyone is outgoing.,False
1406,We should never be kind to other people.,False
1407,We cannot use our imagination to create stories and games.,False
1408,We only communicate with others through words.,False
1409,Our personalities cannot change as we grow and learn.,False
1410,We never feel fear when we are in danger.,False
1411,Our brains don’t need rest and sleep to function well.,False
1412,Animals don’t have psychology.,False
1413,People can only have one feeling at a time.,False
1414,Everyone has the same likes and dislikes.,False
1415,We feel ashamed when we accomplish something.,False
1416,We don’t have choices that affect our lives.,False
1417,Philosophy is the study of the natural world.,False
1418,Philosophy deals with questions about life and the world around us.,True
1419,Philosophers only study the thoughts and beliefs of people from long ago.,False
1420,Philosophy is not important for our daily lives.,False
1421,Philosophy helps us understand why we exist.,True
1422,"The word ""philosophy"" comes from the Greek language.",True
1423,"Philosophers only ask questions, they never try to answer them.",False
1424,Philosophy is the same thing as religion.,False
1425,We cannot learn anything useful from the ideas of ancient philosophers.,False
1426,Philosophy has no place in science or medicine.,False
1427,Philosophy only deals with abstract concepts that have no real-world application.,False
1428,Aristotle was a famous philosopher from ancient Greece.,True
1429,Philosophers always agree with each other.,False
1430,"Philosophy only deals with big questions, not everyday concerns.",False
1431,Philosophers study things that cannot be observed or measured.,True
1432,"Famous philosophers from all over the world include Confucius, Descartes, and Kant.",True
1433,Philosophy can help us figure out what is right and wrong.,True
1434,Philosophy has nothing to do with politics or societal issues.,False
1435,Philosophy is useless because it cannot provide practical solutions to problems.,False
1436,Philosophy is only for adults and not for children.,False
1437,Philosophers are only interested in their own personal beliefs.,False
1438,Philosophy can help us understand the meaning of life.,True
1439,Philosophy is only for people who are trying to become teachers or professors.,False
1440,Philosophy has no place in the world of technology.,False
1441,Philosophy can help us to think more critically and logically.,True
1442,The law tells people what they can and cannot do.,True
1443,Police officers help enforce the law.,True
1444,Breaking the law can lead to consequences like fines or going to jail.,True
1445,It's okay to take things that don't belong to you.,False
1446,It's okay to cheat on a test.,False
1447,Everyone should follow the same laws.,True
1448,It's legal to drive a car before you're old enough.,False
1449,The law says we have to wear seat belts in cars.,True
1450,It's okay to hit other people.,False
1451,It's okay to lie under oath in court.,False
1452,The law says we have to pay taxes.,True
1453,We can drive as fast as we want on any road.,False
1454,The law says we have to stop at red lights.,True
1455,It's okay to use someone else's things without asking.,False
1456,It's okay to harm animals for fun.,False
