,Question,Correct
609,"Edvard Munch's painting ""The Scream"" features a smiling figure in a bright, colorful background.",False.
610,"""Still life"" is a painting style that features mainly human subjects.",False.
611,"Pablo Picasso was primarily a sculptor, not a painter.",False.
612,Georgia O'Keeffe was known for her abstract expressionist paintings.,False.
613,"""Baroque"" is a term used to describe a simplistic, minimalist style of art.",False.
614,"The ""Charging Bull"" statue in Wall Street was created by Banksy.",False.
615,"The ""Laocoön and His Sons"" sculpture was created during the Renaissance period.",False.
616,Technology is the application of scientific knowledge for practical purposes.,True
617,The internet was created in the late 1960s.,True
618,Google is the most popular search engine in the world.,True
619,A USB port is a type of input device.,False
620,Wi-Fi is a type of wireless networking technology.,True
621,HTML is a programming language used to create web pages.,True
622,Every computer has a Central Processing Unit (CPU).,True
623,Instagram is a social media platform dedicated to sharing short-form videos.,False
624,Bluetooth technology is primarily used for file sharing between devices.,True
625,Virtual Reality technology can simulate a real-life environment.,True
626,A firewall is a type of computer security system.,True
627,The first iPhone was released in 2007.,True
628,E-commerce refers to buying and selling goods or services online.,True
629,Podcasts are audio broadcasts that can be subscribed to online.,True
630,A megabyte (MB) is larger than a kilobyte (KB).,True
631,A floppy disk is a type of solid-state storage device.,False
632,Wikipedia is a website that allows users to contribute and edit articles.,True
633,JPEG is a file format used for compressing digital images.,True
634,Cloud computing allows users to access data stored remotely.,True
635,A router is a device used to connect multiple devices to a network.,True
636,.exe is a file extension used for Windows executable files.,True
637,Computer programming is the process of writing instructions for a computer to execute.,True
638,A gigabyte (GB) is larger than a terabyte (TB).,False
639,Twitter is a social media platform that only allows users to share text-based updates.,False
640,The first commercially available computer mouse was made of wood.,True
641,Technology refers to purely theoretical knowledge and ideas.,False
642,The internet was developed by a single person.,False
643,Bing is the most popular search engine in the world.,False
644,A printer is a type of output device.,False
645,Bluetooth technology is primarily used for wireless charging of devices.,False
646,Virtual Reality technology can only simulate cartoonish environments.,False
647,Antivirus software is a type of computer virus.,False
648,TikTok is a social media platform dedicated to sharing long-form videos.,False
649,The first commercially available smartphone was released in the 1990s.,False
650,Email is a form of social media.,False
651,VRAM is a type of RAM used in video cards.,False
652,A byte is larger than a kilobyte.,False
653,Instagram is a social media platform that only allows users to share photos.,False
654,Windows is the only operating system used by computers worldwide.,False
655,Cloud computing allows users to access data stored only on their local devices.,False
656,A modem is a device used to connect a computer to a power source.,False
657,The first computer was invented in the 21st century.,False
658,Linux is a type of computer virus.,False
659,A graphic card is a type of input device.,False
660,A pixel is a unit of length measurement.,False
661,Microsoft Office is a music streaming platform.,False
662,The first commercially available computer mouse was made of plastic.,False
663,Cell phones pre-date computers.,False
664,Virtual reality technology is no longer being developed.,False
665,BitTorrent is a type of computer virus.,False
666,The President of the United States is elected every 4 years.,True
667,The United States has a two-party system.,True
668,The Senate is made up of 100 members.,True
669,The First Amendment guarantees freedom of speech.,True
670,The Vice President is second in line for the presidency after the Speaker of the House.,True
671,The United Kingdom has a unicameral parliament.,False
672,Gerrymandering is the practice of manipulating electoral district boundaries.,True
673,The Speaker of the House is third in line for the presidency.,True
674,The United States is a democracy.,True
675,The President has the power to veto bills.,True
676,The United States has a written constitution.,True
677,Citizens of the United States over 18 have the right to vote.,True
678,The United Nations was established after World War II.,True
679,The President is elected by an electoral college.,True
680,Impeachment is the process of removing an official from office.,True
681,The Declaration of Independence was signed in 1776.,True
682,The United States has a federal system of government.,True
683,The United States has a president and a prime minister.,False
684,The Supreme Court is the highest court in the United States.,True
685,The President can serve a maximum of 2 terms.,True
686,The United States Constitution has been amended 27 times.,True
687,The United States has 50 states.,True
688,The Second Amendment guarantees the right to bear arms.,True
689,The House of Representatives is made up of 435 members.,True
690,The United States has a one-party system.,False
691,The President has the power to declare war.,False
692,The United States has a king and queen.,False
693,The Bill of Rights is the first 10 amendments to the United States Constitution.,False (This is true)
694,The Vice President is first in line for the presidency.,False
695,Socialism is a widely accepted political ideology in the United States.,False
696,The United States has a president and a chancellor.,False
697,The United Nations was established after World War I.,False
698,Citizens of the United States over 21 have the right to vote.,False
699,The United States has a unitary system of government.,False
700,The Supreme Court is the lowest court in the United States.,False
701,The President can serve a maximum of 3 terms.,False
702,Impeachment is the process of pardoning an official.,False
703,The Declaration of Independence was signed in 1876.,False
704,The Senate is made up of 50 members.,False
705,The United Kingdom has a bicameral parliament.,False
706,Gerrymandering is the process of redrawing international borders.,False
707,The First Amendment guarantees freedom of religion.,False (This is true)
708,The Speaker of the House is fourth in line for the presidency.,False
709,The United States has a written monarchy.,False
710,The United States has 52 states.,False
711,The Second Amendment guarantees the right to own a tank.,False
712,The President is elected by popular vote.,False
713,The President has the power to create laws.,False
714,The House of Representatives is made up of 500 members.,False
715,Supply refers to the amount of goods and services that producers are willing and able to offer for sale at each possible price.,True
716,"Inflation is the rate at which general prices for goods and services are increasing, and subsequently, purchasing power is decreasing.",True
717,A monopoly occurs when a single seller or producer supplies a particular commodity or service.,True
718,An oligopoly is a market structure characterized by only a few firms holding a large market share.,True
719,The GDP (gross domestic product) measures the total value of all goods and services produced within a country in a given period.,True
720,The poverty line is the minimum level of income deemed adequate in a particular country.,True
721,A progressive tax is a taxation method in which the rate increases as the taxable amount increases.,True
722,A budget surplus occurs when government revenues exceed government expenditures over a given period.,True
723,Price floors are minimum prices that can be charged for a good or service in a given market.,True
724,Price ceilings are maximum prices that can be charged for a good or service in a given market.,True
725,Assets are things that a company or person owns having financial value.,True
726,A liability is a financial obligation of a company or person.,True
727,An equity in accounting is the difference between the value of assets and the value of liabilities of something owned.,True
728,Tariffs are taxes placed on imported goods.,True
729,Import subsidies are financial assistance given to support an importing firm.,True
730,"Entrepreneurship is the process of designing, launching, and running new businesses.",True
731,"The term ""capital"" refers to money invested in a business or any other venture for the purpose of making a profit.",True
732,"The term ""recession"" refers to a decline in a country's economic activity, characterized by a decline in GDP, industrial production, and employment.",True
733,A stock is a type of security that represents ownership in a company.,True
734,A bond is a type of financial instrument which is an agreement between the borrower and lender that includes terms and conditions of the lending.,True
735,"The word ""macroeconomics"" refers to the study of the economy as a whole.",True
736,"An economic boom is a period of economic growth in which the economy expands, with increasing jobs and investment opportunities.",True
737,A fiscal policy involves using government spending and taxation to influence the economy.,True
738,Monetary policy involves adjusting the money supply and interest rates to achieve economic goals.,True
739,The Dow Jones Industrial Average is a stock market index that measures the performance of 30 large companies in the United States.,True
740,A monopoly protects consumers from high prices because there are no competitors.,False
741,"The law of demand states that as the price of a good or service rises, the demand also rises.",False
742,A mixed economy is characterized by a complete absence of government intervention.,False
743,A weak currency is advantageous to its economy because foreign investors can buy more with their currency.,False
744,"A depression is a period of economic growth, characterized by a rise in GDP and employment.",False
745,The Adam Smith’s theory of the invisible hand says that governments should intervene in the markets in order to create an efficient economy.,False
746,"In a free market, the market is guided by individual self-interest.",False
747,"The term ""opportunity cost"" refers to the benefit you receive from a decision you make.",False
748,The aggregate demand curve shows the amount of output produced at each price level.,False
749,"In a closed economy, imports and exports have no impact on the economy.",False
750,A structural unemployment is due to a cyclical downturn in the economy and a low demand for labor.,False
751,A trade deficit occurs when a country exports more goods and services than it imports.,False
752,A debit is an item on the credit side of the balance sheet.,False
753,A credit is an item on the debit side of the balance sheet.,False
754,A mixed economy is a combination of free market and command economy.,False
755,An exchange rate is the price of one currency in terms of another currency.,False
756,A planned economy is considered more efficient than a market economy.,False
757,A subsidy is a penalty or negative incentive.,False
758,Different countries can have different currencies and exchange rates.,False
759,Fiscal policies are implemented by central banks.,False
760,A bear market is characterized by a decline in the stock market.,False
761,A budget deficit occurs when government spending is less than the revenue it collects.,False
762,Short-term bonds are less risky than long-term bonds.,False
763,Economic growth is always a positive thing for a country.,False.
764,All students must attend school by law.,True
765,The United States Constitution mentions education as a right.,False
766,Teachers must have a bachelor's degree to teach in public schools.,True
767,Only states have the power to regulate education.,False
768,12th grade is the last year of high school.,True
769,All public schools in the United States receive federal funding.,False
770,"In most schools, students have to take standardized tests.",True
771,Only students with good grades can get scholarships for college.,False
772,Private schools are free for students to attend.,False
773,Students are required to take a certain number of courses to graduate high school.,True
774,The school district determines which textbooks are used in its schools.,True
775,The SAT and ACT are types of college entrance exams.,True
776,Students can choose to opt-out of physical education classes.,False
777,"The term ""homework"" refers to assignments that students complete outside of class.",True
778,All students in the same grade level take the same classes.,False
779,"Education is a state responsibility, meaning each state decides what to teach in their schools.",True
780,Students are allowed to use their phones during class.,False
781,A student's grade point average (GPA) measures their overall academic achievement.,True
782,"In most schools, a grade of D is considered a passing grade.",False
783,Colleges only consider a student's grades when deciding who to admit.,False
784,Students cannot continue their education after high school unless they attend college.,False
785,The No Child Left Behind Act (NCLB) mandated standardized testing for all public school students.,True
786,Students must be at least 16 years old to legally drop out of high school.,True
787,Kindergarten is optional in most states.,False
788,College tuition is usually free in the United States.,False
789,The United States has some of the highest tuition fees in the world.,True
790,Education is necessary to get a good job.,True
791,Teachers are required to have a teaching certificate or license to teach in public schools.,True
792,Students can only receive financial aid for college if they demonstrate financial need.,False
793,"It is illegal for schools to discriminate against students based on their race, ethnicity, or gender.",True
794,"All students learn the same subjects in school, regardless of where they live.",False
795,Students with disabilities have the right to receive accommodations in school.,True
796,Students can be expelled from school for breaking school rules.,True
797,The United States Department of Education is responsible for setting education policy.,True
798,Teachers are not allowed to discuss controversial topics in the classroom.,False
799,School bullying is not illegal.,False
800,The No Child Left Behind Act has been replaced by the Every Student Succeeds Act.,True
801,All schools must have a nurse on staff.,False
802,Teachers are not allowed to assign homework on weekends.,False
803,Charter schools are privately run schools that receive public funding.,True
804,Students are not allowed to bring their own computers to school.,False
805,All schools must offer special education programs for students with disabilities.,True
806,It is illegal for schools to require students to participate in religious activities.,True
807,All students must stay in school until they turn 18 years old.,False
808,"In most schools, students are required to wear uniforms.",False
809,Homeschooled students are not allowed to participate in extracurricular activities at public schools.,False
810,Teachers are allowed to physically discipline students.,False
811,Students are not allowed to bring their own food to school.,False
812,Private schools can legally discriminate against students based on their religion.,True
813,The United States spends more on education per student than any other country.,False
814,Dual enrollment allows high school students to take college courses for credit.,True
815,All schools must have a school resource officer to provide security.,False
816,It is illegal for schools to search a student's belongings without permission or reasonable suspicion.,False
817,Homeschooled students are required to take standardized tests.,False
818,All public schools must offer free breakfast and lunch to students from low-income families.,False
819,School districts determine the length of the school day.,True
820,Exercise is important for maintaining good health.,True
821,Eating a balanced diet can help prevent chronic diseases.,True
822,Drinking enough water every day is essential for good health.,True
823,Regular physical activity can help to improve mental health.,True
824,Consuming a diet high in processed foods may increase the risk of diabetes.,True
825,Being sedentary for long periods of time can increase the risk of heart disease.,True
826,Eating a lot of sugar can increase the risk of tooth decay.,True
827,Stretching before and after exercise can help prevent injury.,True
828,Getting enough sleep is important for good health.,True
829,Engaging in regular physical activity can help reduce stress levels.,True
830,Processed foods are generally healthier than whole foods.,False
831,Fad diets are a safe and effective way to lose weight.,False
832,All fats are bad for you.,False
833,Spot reduction exercises can reduce fat in a specific area of the body.,False
834,Drinking sports drinks is just as good as water for rehydration.,False
835,It's normal to feel sore for several days after working out if you're doing it right.,False
836,Running is bad for your knees.,False
837,Lifting weights will make women bulk up like men.,False
838,Chewing gum stays in your stomach for seven years if you swallow it.,False
839,It's best to exercise on an empty stomach.,False
840,Weight loss supplements are effective and safe.,False
841,You should always stretch before exercise.,True
842,Eating late at night can cause weight gain.,False
843,Drinking alcohol in moderation can have health benefits.,True
844,Yoga can help improve flexibility and balance.,True
845,Skipping meals is an effective way to lose weight.,False
846,Cardiovascular exercise is effective for burning calories and improving heart health.,True
847,Consuming a diet high in sugar can help lower cholesterol levels.,False
848,Eating a diet high in saturated fats is good for your heart.,False
849,Drinking coffee can dehydrate you.,False
850,It's important to push through pain during a workout.,False
851,Weightlifting is only for bodybuilders.,False
852,"The more you sweat, the more calories you burn.",False
853,Detox diets are an effective way to rid your body of toxins.,False
854,A high-protein diet is bad for your kidneys.,False
855,You should only exercise when you have a lot of time.,False
856,It's impossible to be overweight and still be healthy.,False
857,Drinking water during a workout is bad for digestion.,False
858,Energy drinks are a healthy alternative to coffee.,False
859,Stretching after a workout is unnecessary.,False
860,Sit-ups are the most effective exercise for toning your abs.,False
861,Coconut oil is healthier than other cooking oils.,False
862,The number on the scale is the best way to measure health.,False
863,Sweating a lot will help you lose weight.,False
864,The only way to get a good workout is to go to the gym.,False
865,Juicing is a good way to get all of your necessary nutrients.,False
866,Creatine is a safe and effective supplement for everyone.,False
867,Swimming is not an effective form of exercise for weight loss.,False
868,Fasting can have long-term negative effects on your health.,True
869,Low-fat diets are always the healthiest option.,False
870,Walking for 30 minutes a day is not enough physical activity.,False
871,It's safe to use weight loss supplements without a doctor's supervision.,False
872,The Earth's atmosphere is comprised mostly of nitrogen and oxygen.,True
873,Carbon dioxide is a natural part of the Earth's atmosphere.,True
874,Trees and plants absorb carbon dioxide and release oxygen.,True
875,The ozone layer helps protect the Earth from harmful UV radiation.,True
876,The greenhouse effect is a natural process necessary for supporting life on Earth.,True
877,The burning of fossil fuels contributes to the release of greenhouse gases into the atmosphere.,True
878,Climate change is caused by human activity.,True
879,The polar ice caps are melting at an alarming rate due to increasing global temperatures.,True
880,Plastic waste is a major environmental problem.,True
881,The Amazon rainforest is the largest tropical rainforest in the world.,True
882,The majority of plastic waste ends up in landfills where it can take hundreds of years to decompose.,True
883,"CFCs, which were commonly used in refrigeration and aerosol sprays, have greatly contributed to ozone depletion.",True
884,Deforestation contributes to climate change by reducing the number of trees available to absorb carbon dioxide.,True
885,"Renewable energy sources, such as wind and solar power, produce fewer greenhouse gas emissions than fossil fuels.",True
886,Acid rain is caused by pollutants in the air reacting with rainwater.,True
887,One way to reduce plastic waste is by using reusable bags instead of single-use plastic bags.,True
888,Recycled paper uses less energy and fewer resources than making new paper.,True
889,Oil spills can have a devastating impact on marine ecosystems.,True
890,The Great Pacific Garbage Patch is a vortex of plastic waste in the Pacific Ocean.,True
891,The Paris Agreement is an international agreement aimed at reducing greenhouse gas emissions.,True
892,Carbon offsets allow individuals and companies to offset their carbon emissions by investing in projects that reduce greenhouse gases elsewhere.,True
893,"Climate change can lead to more severe and frequent natural disasters, such as hurricanes and droughts.",True
894,The Kyoto Protocol was an international agreement to reduce greenhouse gas emissions.,True
895,Rising sea levels can lead to the displacement of people who live in coastal areas.,True
896,Renewable energy sources are not sustainable.,False
897,Climate change is not caused by human activity.,False
898,Deforestation has no impact on the environment.,False
899,Acid rain is not a result of pollution.,False
900,The Earth's temperature is not increasing.,False
901,The greenhouse effect negatively impacts the environment.,False
902,The ozone layer is not important for protecting the environment.,False
903,Plastic waste does not harm marine life.,False
904,Carbon dioxide is not harmful to the environment.,False
905,The Great Pacific Garbage Patch is a myth.,False
906,The climate has not changed in the past century.,False
907,Recycling paper uses more resources than making new paper.,False
908,There is no such thing as the polar ice caps.,False
909,The Amazon rainforest does not play a vital role in the Earth's ecosystem.,False
910,Clean energy is more expensive than fossil fuels.,False
911,Electric vehicles produce more greenhouse gas emissions than gas-powered vehicles.,False
912,Carbon offsets only increase greenhouse gas emissions.,False
913,Natural disasters are not influenced by climate change.,False
914,Climate change will not have any impact on human society.,False
915,The Paris Agreement has no impact on climate change.,False
916,Oil spills do not have any impact on the environment.,False
917,The Kyoto Protocol had no impact on reducing greenhouse gas emissions.,False
918,The industrial sector does not contribute to climate change.,False
919,Water pollution has no impact on the environment.,False
920,The sun is a star.,True
921,Saturn is larger than Earth.,False
922,The asteroid belt is located between Mars and Jupiter.,True
923,A shooting star is actually a meteor.,True
924,The Milky Way is a galaxy.,True
925,The moon reflects light from the sun.,True
926,A constellation is a group of stars that forms a recognizable pattern.,True
927,The largest planet in our solar system is Jupiter.,True
928,Light travels faster than sound.,True
929,A light-year is a measure of distance.,True
930,The Big Bang theory explains the origin of the universe.,True
931,The Hubble Space Telescope is named after Edwin Hubble.,True
932,A lunar eclipse occurs when the moon passes through the Earth's shadow.,True
933,The first human to walk on the moon was Neil Armstrong.,True
934,The Great Red Spot is a storm on Jupiter.,True
935,The International Space Station orbits the Earth.,True
936,The Kuiper Belt is a region of the solar system beyond Neptune.,True
937,An eclipse occurs when one celestial body casts a shadow on another.,True
938,The Crab Nebula is the remnant of a supernova.,True
939,The Andromeda Galaxy is the closest galaxy to our own.,True
940,"The speed of light is approximately 300,000 km/s.",True
941,A black hole is a region of space with a gravitational pull so strong that nothing can escape it.,True
942,The earth takes approximately 365 days to orbit around the sun.,True
943,Ganymede is the largest moon in our solar system.,True
944,Mercury is the smallest planet in our solar system.,True
945,Our solar system is located at the center of the Milky Way galaxy.,False
946,Venus is the only planet in our solar system that rotates clockwise.,False
947,The Oort Cloud is a region of the solar system between Mars and Jupiter.,False
948,The light we see from stars is their actual color.,False
949,The center of the Earth is hot because of the sun.,False
950,Asteroids are mostly found in the Kuiper Belt.,False
951,The Great Red Spot is a storm on Saturn.,False
952,Dark matter is visible to telescopes.,False
953,Astronomers have discovered more than 200 moons orbiting Jupiter.,False
954,"The term ""supermoon"" refers to the moon appearing smaller than usual.",False
955,Solar eclipses occur more frequently than lunar eclipses.,False
956,Earth's atmosphere ends abruptly at a certain altitude.,False
957,Halley's Comet passes by the Earth every 10 years.,False
958,Pluto is a gas giant.,False
959,The Hubble Space Telescope was launched in the 1960s.,False
960,The Horsehead Nebula is located in our solar system.,False
961,The Sun orbits around the Earth.,False
962,Asteroids are made of ice.,False
963,The sun gets its energy from nuclear fusion.,False
964,The black hole at the center of our galaxy is called Cygnus X-1.,False
965,The temperature in space is always extremely cold.,False
966,The asteroid that caused the extinction of the dinosaurs hit the Earth approximately 65 million years ago.,False
967,There is no sound in space.,False
968,The Orion constellation is only visible in the southern hemisphere.,False
969,Fashion refers exclusively to clothing.,False
970,Wearing horizontal stripes makes a person look wider.,True
971,Polyester is a fabric made from natural fibers.,False
972,Designer handbags are always of high quality.,False
973,Wearing black to a funeral is a worldwide custom.,True
974,A fedora is a type of hat traditionally worn by women.,False
975,A collared shirt is considered business casual.,True
976,High heels were originally designed for men.,True
977,A turtleneck is a type of sweater that covers the head.,False
978,The Chanel suit was created by Giorgio Armani.,False
979,A scarf can be worn in any season.,True
980,A tuxedo is a type of coat typically worn in casual settings.,False
981,A dress that is knee-length is typically considered modest.,True
982,Leather is a sustainable material.,False
983,Polyester clothing should be ironed on high heat.,False
984,A clutch is a type of wallet.,False
985,Faux fur is an animal-derived material.,False
986,Denim fabric was first created in Italy.,False
987,Skechers is a popular brand of athletic shoes.,True
988,A blazer is typically made of a thicker material than a suit jacket.,False
989,Boots with a heel are considered more formal than those without.,True
990,A loafer is a type of shoe that can be worn with or without socks.,True
991,"The ""little black dress"" is a timeless fashion piece created by Coco Chanel.",True
992,A romper is a style of clothing with a one-piece top and shorts bottom.,True
993,Men's ties are always worn with a knot.,False
994,Bucket hats are a type of footwear.,False
995,A crop top is a style of shirt that covers the entire torso.,False
996,Plaid is a type of fabric.,False
997,Boutiques are typically chain stores.,False
998,A jumpsuit is a type of dress.,False
999,An ascot is a type of belt.,False
1000,Overalls are only worn by children.,False
1001,Crocs are a type of formal footwear.,False
1002,Ugg boots are waterproof.,False
1003,A top hat is a popular style for women's accessories.,False
1004,Khakis are a type of jacket.,False
1005,A shawl is a type of shirt.,False
1006,A bolero jacket is a type of helmet.,False
1007,A Peacoat is a type of shoe.,False
1008,Wool is a material only used in summer clothing.,False
1009,Turtlenecks are only appropriate for formal occasions.,False
1010,Seersucker is a type of shoe.,False
1011,Chinos are a type of shirt.,False
1012,Slippers are only worn indoors.,False
1013,A blouse is a type of hat.,False
1014,A caftan is a type of sock.,False
1015,A tunic is a type of nightgown.,False
1016,A poncho is a type of sweater.,False
1017,Kimonos originated in South America.,False
1018,Video games were invented in the 20th century.,True
1019,Pong was the first commercially successful video game.,True
1020,All video games require a console to play.,False
1021,The highest-grossing video game franchise is Call of Duty.,False
1022,The ESRB rating system rates video games based on their level of violence.,True
1023,Nintendo is the oldest video game company still in business.,True
1024,Mario first appeared in the video game Donkey Kong.,True
1025,The world's first arcade was opened in Seattle.,False
1026,The Xbox and PlayStation were released in the same year.,False
1027,The game Fortnite was created by Epic Games.,True
1028,The Legend of Zelda is a popular video game franchise developed by Microsoft.,False
1029,The first handheld video game console was the Game Boy.,True
1030,Grand Theft Auto is a game that rewards players for following the law.,False
1031,Sonic the Hedgehog is a Sega video game character.,True
1032,Minecraft is a first-person shooter game.,False
1033,The game Candy Crush was released in the 1990s.,False
1034,The game The Last of Us is set in a post-apocalyptic world.,True
1035,The Sims is a life simulation video game.,True
1036,The game Tetris is named after the Greek word for four.,False
1037,The game NBA 2K21 was released in 2020.,True
1038,Red Dead Redemption is a game about space exploration.,False
1039,The game Fortnite was inspired by the movie Battle Royale.,True
1040,The game Dark Souls is known for its easy difficulty.,False
1041,The video game company Valve Corporation created the game Half-Life.,True
1042,The game Animal Crossing allows the player to design their own island.,True
1043,The game Pokémon was first released on the Game Boy in 1996.,True
1044,The game Overwatch is a racing game.,False
1045,The game Doom was released in 1993.,True
1046,The game Pac-Man features a character eating dots in a maze.,True
1047,The game God of War is based on Greek mythology.,True
1048,The game Uncharted is a puzzle game.,False
1049,The game Final Fantasy VII was first released on the Nintendo 64.,False
1050,The game Assassin's Creed is set in a fictional world.,False
1051,The game Grand Theft Auto allows players to steal cars and commit crimes.,True
1052,The game Portal is a first-person shooter.,False
1053,The game Super Mario Bros. features a character named Luigi.,True
1054,The game Minecraft is known for its pixelated graphics.,True
1055,The game Halo is a game about rescuing a princess.,False
1056,The game Doomguy is the main character of the video game Doom.,True
1057,The game Super Mario Kart is a racing game.,True
1058,The game Counter-Strike is a cooperative game.,False
1059,The game King's Quest was released in 2019.,False
1060,The game Resident Evil is set in a world with zombies.,True
1061,The game World of Warcraft is a massively multiplayer online role-playing game.,True
1062,The game Fortnite allows players to play together in squads.,True
1063,The game Super Smash Bros. features characters from various video game franchises.,True
1064,The game Grand Theft Auto V is one of the best-selling video games of all time.,True
1065,The game The Witcher is based on a series of fantasy novels.,True
1066,The video game company Ubisoft created the game Far Cry.,True
1067,The game The Legend of Zelda: Breath of the Wild is set in a post-apocalyptic world.,False
1068,The game Dark Souls is known for its easy difficulty.,False
1069,The game Final Fantasy VII was first released on the PlayStation.,True
1070,The game Fallout is set in a world after a nuclear apocalypse.,True
1071,The game Fortnite was created by Microsoft.,False
1072,The game Red Dead Redemption is set in a Wild West world.,True
1073,The game Sonic the Hedgehog was released on the Sega Master System.,False
1074,The game Super Mario Bros. was released in 1985.,True
1075,The game Call of Duty: Modern Warfare 2 was released in 2010.,True
1076,The game Minecraft was created by Markus Persson.,True
1077,The game The Elder Scrolls V: Skyrim is set in a medieval fantasy world.,True
1078,The game Crash Bandicoot was released on the PlayStation.,True
1079,The game The Sims allows players to create and control simulated characters.,True
1080,The game Half-Life 2 was released in 2003.,False
1081,The game The Legend of Zelda is set in a post-apocalyptic world.,False
1082,The video game company Blizzard Entertainment created the game Diablo III.,True
1083,The Eiffel Tower is located in London.,False
1084,The Great Barrier Reef is located in Australia.,True
1085,The Statue of Liberty is located in Washington D.C.,False
1086,The Taj Mahal is located in India.,True
1087,The London Eye is located in Paris.,False
1088,The Colosseum is located in Rome.,True
1089,Machu Picchu is located in Peru.,True
1090,Hollywood is located in New York City.,False
1091,The Grand Canyon is located in Wyoming.,False
1092,Mount Everest is located in Nepal.,True
1093,The Great Wall of China is located in Japan.,False
1094,The pyramids are located in Egypt.,True
1095,Amsterdam is the capital city of The Netherlands.,True
1096,Stonehenge is located in Italy.,False
1097,The Christ the Redeemer statue is located in Brazil.,True
1098,The Sydney Opera House is located in Australia.,True
1099,The Sistine Chapel is located in Spain.,False
1100,Niagara Falls is located in Canada.,True
1101,The Sahara Desert is in South America.,False
1102,The Great Sphinx of Giza is located in Turkey.,False
1103,The Petronas Towers are located in Malaysia.,True
1104,Hawaii is a U.S. state.,True
1105,Disneyland is located in Florida.,False
1106,The Panama Canal is located in North America.,True
1107,The Eiffel Tower is located in Greece.,True
1108,The Great Barrier Reef is located in Brazil.,False
1109,The Statue of Liberty is located in London.,False
1110,The Taj Mahal is located in China.,False
1111,The London Eye is located in Rome.,False
1112,The Colosseum is located in Greece.,False
1113,Machu Picchu is located in Mexico.,False
1114,Hollywood is located in Los Angeles.,True
1115,The Grand Canyon is located in Colorado.,False
1116,Mount Everest is located in Canada.,False
1117,The Great Wall of China is located in China.,True
1118,The pyramids are located in Peru.,False
1119,Amsterdam is the capital city of Belgium.,False
1120,Stonehenge is located in England.,True
1121,The Christ the Redeemer statue is located in Argentina.,False
1122,The Sydney Opera House is located in New Zealand.,False
1123,The Sistine Chapel is located in Italy.,True
1124,Niagara Falls is located in Mexico.,False
1125,The Sahara Desert is in Africa.,True
1126,The Great Sphinx of Giza is located in Egypt.,True
1127,The Petronas Towers are located in Thailand.,False
1128,Hawaii is not a part of the U.S.,False
1129,Disneyland is located in California.,True
1130,The Panama Canal is located in Europe.,False
1131,William Shakespeare was an English writer and poet.,True
1132,"George Orwell is best known for his dystopian novel ""1984"".",True
1133,The Great Gatsby was written by F. Scott Fitzgerald.,True
1134,Jane Austen wrote the novel Pride and Prejudice.,True
1135,Alliteration is the repetition of the same letter or sound at the beginning of adjacent or closely connected words.,True
1136,Metaphors compare two things by saying one thing is the other.,True
1137,Irony is the expression of one's meaning by using language that normally signifies the opposite.,True
1138,A haiku is a short poem comprised of three lines and seventeen syllables.,True
1139,A sonnet is a 14-line poem written in iambic pentameter.,True
1140,An autobiography is a book written by someone about their own life.,True
1141,The author of The Hunger Games is J.K. Rowling.,False
1142,Fictional stories are always completely made up and not based in reality.,False
1143,"The word ""plethora"" means a scarce amount of something.",False
1144,An oxymoron is a figure of speech in which apparently contradictory terms appear in conjunction.,True
1145,"A simile is a figure of speech that compares two things using ""like"" or ""as.""",True
1146,"The word ""loquacious"" means quiet and reserved.",False
1147,A biography is a book written by someone about another person's life.,True
1148,A protagonist is the character who opposes the main character.,False
1149,A memoir is a type of book that is made up completely of fictional events.,False
1150,The theme of a literary work is the subject matter of the work.,False
1151,The setting of a story refers to the time and place it takes place.,True
1152,Dialogue is the text that describes the setting of a story.,False
1153,A pun is a humorous play on words that sound the same but have different meanings.,True
1154,A satire is a literary work that uses humor to criticize societal or individual shortcomings.,True
1155,Ernest Hemingway is best known for his science fiction writing.,False
1156,Walt Whitman was an American author who wrote in the 15th century.,False
1157,"Alliteration is the comparison of two things using ""like"" or ""as.""",False
1158,The protagonist is the character in a story who is not opposed by anyone.,False
1159,A memoir is a type of book that is made up completely of non-fictional events.,False
1160,A sonnet is a type of novel.,False
1161,Maya Angelou was a British author.,False
1162,Dialogue is the text that describes the plot of a story.,False
1163,The author of the Twilight series is Suzanne Collins.,False
1164,A hyperbole is a figure of speech in which apparently contradictory terms appear in conjunction.,False
1165,The central character in The Catcher in the Rye is named Holden Caulfield.,False
1166,"The word ""aphorism"" means a lengthy, philosophical statement.",False
1167,Edgar Allan Poe was an American author who specialized in romance novels.,False
1168,The main character in The Adventures of Tom Sawyer is named Huck Finn.,False
1169,Dystopian novels always have happy endings.,False
1170,"The word ""obsequious"" means to be independent and self-sufficient.",False
1171,"Allegory is a figure of speech that compares two things using ""like"" or ""as.""",False
1172,A novella is a long work of fiction.,False
1173,E.E. Cummings was a French mathematician.,False
1174,A drama is a piece of writing that tells a story and is performed on stage.,"True (This question is intentionally misleading because it tricks the student into thinking it's true due to the 'performed on stage' part, but the actual definition of drama is a serious play for theater, television, or radio.)"
1175,"The word ""synecdoche"" refers to a figure of speech in which a part is made to represent the whole or vice versa.",True
1176,A limerick is a 14-line poem written in iambic pentameter.,False
1177,Euphemism is a literary device used to exaggerate a fact or condition for emphasis.,False
1178,Christianity is the most practiced religion in the world.,False
1179,Hinduism began in India.,True
